width,noise,instance number, greedy mean,greedy stdev,pagerank value,regret value,optimal value
100,0.43,17,38.59,0.761266,39.1178,42.8993,45.2216
100,0.43,18,40.42,0.713046,40.3847,44.1952,46.9027
100,0.43,19,39.34,0.84954,39.1034,43.6124,45.6274
100,0.44,0,39.4,0.805156,40.6144,42.3762,45.6933
100,0.44,1,38.61,0.722167,39.5594,42.9144,45.1111
100,0.44,2,39.39,0.860625,38.9963,43.5387,45.7766
100,0.44,3,39.69,0.711722,40.6779,44.035,46.1332
100,0.44,4,40.68,0.724319,40.9184,44.9049,47.0222
100,0.44,5,38.04,0.856647,38.252,42.0766,44.7177
100,0.44,6,39.87,0.677322,40.7482,43.4495,45.7636
100,0.44,7,37.2,0.822234,37.7288,41.2672,43.5405
100,0.44,8,39.18,0.762393,40.6931,42.4158,45.3377
100,0.44,9,39.89,0.793562,40.1648,43.6854,45.905
100,0.44,10,39.75,0.763766,40.5332,43.6384,46.0525
100,0.44,11,39.71,0.768115,39.7822,43.4105,45.9173
100,0.44,12,41.72,0.788353,41.7067,45.3671,48.1981
100,0.44,13,40.98,0.781579,41.6331,45.011,47.3563
100,0.44,14,40.66,0.771364,42.5649,44.5154,47.2799
100,0.44,15,39.26,0.842451,38.9172,43.832,45.0416
100,0.44,16,38.76,0.756058,39.6733,42.0836,45.38
100,0.44,17,38.16,0.806224,38.9394,42.1484,44.7076
100,0.44,18,40.32,0.744681,41.2118,44.704,46.3347
100,0.44,19,37.43,0.765225,37.474,41.3413,43.2177
100,0.45,0,37.65,0.740003,38.0981,41.1011,43.7614
100,0.45,1,40.77,0.779201,41.3835,44.1108,47.1617
100,0.45,2,38.71,0.794763,38.7668,42.7517,45.8227
100,0.45,3,38.91,0.775173,39.4649,42.4913,45.4269
100,0.45,4,37.93,0.737711,38.0835,41.2973,44.2079
100,0.45,5,38.98,0.718048,39.1838,42.8751,45.375
100,0.45,6,38.96,0.760169,39.807,43.1396,45.3508
100,0.45,7,39.31,0.778179,39.0484,43.43,45.9295
100,0.45,8,39.16,0.80876,39.5119,43.4345,45.2468
100,0.45,9,41.56,0.700196,41.9282,45.1493,46.9264
100,0.45,10,38.38,0.815549,38.7497,42.0228,44.469
100,0.45,11,39.63,0.766417,39.7554,42.9798,45.3699
100,0.45,12,39.37,0.817433,41.096,43.2187,46.1419
100,0.45,13,40.26,0.729054,40.1033,44.4272,46.4065
100,0.45,14,38.7,0.681236,40.1043,42.7039,44.8884
100,0.45,15,40.72,0.78142,41.3142,44.5484,46.4815
100,0.45,16,37.53,0.756451,37.7837,40.7601,43.5046
100,0.45,17,37.42,0.850549,37.5882,41.5395,43.7288
100,0.45,18,41.3,0.734271,40.6142,45.0549,47.426
100,0.45,19,40.16,0.771908,40.7001,44.2163,46.2449
100,0.46,0,38.55,0.792281,38.9304,42.0428,44.6404
100,0.46,1,39.81,0.732275,39.5088,44.2264,46.5527
100,0.46,2,39.53,0.778797,39.8405,43.3364,45.8156
100,0.46,3,41.41,0.740081,42.2038,44.7917,47.9071
100,0.46,4,39.12,0.791075,39.065,43.1779,44.8751
100,0.46,5,41.24,0.792692,41.941,45.0874,47.8074
100,0.46,6,39.55,0.731147,39.5098,43.3285,44.7714
100,0.46,7,39.53,0.6886,40.0637,43.1383,45.504
100,0.46,8,41.56,0.74643,41.3164,45.4159,47.3796
100,0.46,9,41.28,0.754695,40.9636,45.4115,47.6191
100,0.46,10,39.74,0.743161,40.4476,43.8966,46.2671
100,0.46,11,40.1,0.782127,40.7153,45.0182,46.8719
100,0.46,12,39.24,0.784568,38.3951,43.3852,45.7671
100,0.46,13,39.04,0.818217,38.9035,42.9098,44.5605
100,0.46,14,39.91,0.781215,40.3345,43.1359,45.7747
100,0.46,15,41.09,0.80692,41.4839,45.4176,47.2262
100,0.46,16,38.86,0.829414,41.0158,43.2566,45.0764
100,0.46,17,38.74,0.737835,39.6769,42.7081,45.1446
100,0.46,18,40.94,0.712709,40.9807,44.0801,46.6153
100,0.46,19,38.43,0.783906,37.8309,42.4029,44.6489
100,0.47,0,41.44,0.802703,42.1221,45.3662,47.5491
100,0.47,1,39.44,0.74626,41.1778,43.525,45.1331
100,0.47,2,39.66,0.751577,39.9398,43.5908,45.7831
100,0.47,3,38.18,0.735886,39.0077,42.8493,45.291
100,0.47,4,38.42,0.705938,38.7717,42.4141,44.5792
100,0.47,5,39.1,0.705307,40.5879,42.9156,45.1137
100,0.47,6,37.98,0.806563,39.5354,41.7364,44.3683
100,0.47,7,38.87,0.730887,39.1394,42.2797,44.865
100,0.47,8,40.18,0.781873,39.5008,44.1516,46.9292
100,0.47,9,39.51,0.71082,40.4495,42.7476,45.373
100,0.47,10,40.15,0.753798,40.6261,43.911,46.0998
100,0.47,11,40.73,0.785951,41.9607,44.5258,46.8165
100,0.47,12,38.93,0.735851,39.1399,42.4991,45.4088
100,0.47,13,39.42,0.755402,40.4685,43.0004,45.2072
100,0.47,14,40.86,0.768647,40.9117,45.2423,46.528
100,0.47,15,40.05,0.737853,40.5517,43.7943,46.5424
100,0.47,16,39.82,0.734262,40.2005,43.4124,45.2176
100,0.47,17,39.61,0.729226,40.2611,43.0801,45.3641
100,0.47,18,39.41,0.800339,39.6615,42.9301,45.7487
100,0.47,19,38.63,0.866871,39.6442,43.1573,45.4349
100,0.48,0,38.41,0.817616,39.3169,42.6698,44.8459
100,0.48,1,41.69,0.791035,41.887,45.5305,47.6667
100,0.48,2,40.59,0.789679,41.3186,44.2932,46.8916
100,0.48,3,40.51,0.84058,41.0723,44.1101,46.7419
100,0.48,4,40.07,0.801582,40.532,43.1876,46.1509
100,0.48,5,39.71,0.826176,39.7942,43.3678,45.8649
100,0.48,6,39.65,0.792718,38.9816,43.058,45.8763
100,0.48,7,41.6,0.7121,42.5957,45.1359,47.5481
100,0.48,8,41.14,0.747829,41.796,45.0177,46.4713
100,0.48,9,37.97,0.812033,39.2754,41.7851,44.2949
100,0.48,10,40.62,0.865853,41.3669,44.2846,47.0866
100,0.48,11,39.86,0.784411,41.1915,43.4705,46.2235
100,0.48,12,40.1,0.730256,40.9249,43.4849,45.1264
100,0.48,13,40.37,0.799532,40.2858,43.9232,46.8327
100,0.48,14,41.32,0.72842,41.2929,44.6234,47.157
100,0.48,15,39.43,0.819325,40.1799,42.8983,45.0085
100,0.48,16,40.85,0.722971,40.9918,44.4801,45.877
100,0.48,17,38.33,0.781525,38.5687,41.6826,44.8017
100,0.48,18,39.58,0.73311,40.6752,43.6094,45.9841
100,0.48,19,39.1,0.700193,39.6221,42.4024,44.4215
100,0.49,0,38.79,0.764562,39.0091,42.8811,44.617
100,0.49,1,38.81,0.72692,38.3916,42.5101,44.4512
100,0.49,2,38.35,0.736408,39.4384,42.0769,44.0607
100,0.49,3,40.4,0.707468,41.5803,43.6713,46.5054
100,0.49,4,39.29,0.753436,39.7938,42.8193,45.0699
100,0.49,5,39.85,0.762404,40.9688,43.4931,46.293
100,0.49,6,41.52,0.73782,42.0152,44.5272,47.2536
100,0.49,7,38.97,0.829241,40.9436,42.4848,44.8762
100,0.49,8,38.21,0.748671,39.1542,41.5727,44.0356
100,0.49,9,38.29,0.684989,39.3235,42.1793,44.6115
100,0.49,10,38.17,0.757416,38.6314,42.2182,43.9967
100,0.49,11,39.17,0.768672,39.7381,43.6908,45.5167
100,0.49,12,38.75,0.698588,39.3394,42.2984,44.1189
100,0.49,13,39.25,0.817018,40.0916,43.2391,45.2324
100,0.49,14,38.56,0.662794,39.293,41.3841,44.1537
100,0.49,15,39.11,0.707512,39.5764,42.3533,45.3977
100,0.49,16,38.69,0.741394,39.4127,43.19,44.5888
100,0.49,17,37.77,0.729897,36.954,40.9751,43.7114
100,0.49,18,40.68,0.725147,41.2908,44.6127,46.7596
100,0.49,19,39.82,0.706578,40.1706,42.7916,45.9963
100,0.5,0,40.74,0.774539,40.8389,44.0922,46.4515
100,0.5,1,39.99,0.760262,40.003,43.8303,45.9687
100,0.5,2,37.79,0.746678,38.4702,40.7559,43.4985
100,0.5,3,39.66,0.757663,40.1329,43.1314,45.0746
100,0.5,4,41.14,0.722039,41.7327,44.8645,46.848
100,0.5,5,39.39,0.694331,39.0018,43.0916,44.9599
100,0.5,6,39.14,0.728307,40.4659,42.7348,45.0767
100,0.5,7,39.33,0.733108,39.6231,41.844,45.1816
100,0.5,8,38.27,0.713259,38.1362,42.265,44.145
100,0.5,9,38.71,0.788211,40.1711,42.2136,44.7776
100,0.5,10,40.02,0.730962,41.3422,43.0784,45.6046
100,0.5,11,38.48,0.747684,39.0495,42.2399,44.4884
100,0.5,12,40.66,0.80623,40.529,44.8089,46.6573
100,0.5,13,40.46,0.71223,40.1882,43.7546,46.2792
100,0.5,14,42.21,0.637127,43.1613,45.5858,48.0548
100,0.5,15,39.34,0.755186,39.6378,42.2302,44.9124
100,0.5,16,40.17,0.76255,40.1594,43.1296,45.7939
100,0.5,17,38.83,0.788986,38.6885,42.4358,45.1775
100,0.5,18,41.31,0.789449,42.222,45.2785,47.4245
100,0.5,19,38.54,0.752796,39.2473,42.0222,44.573
100,0.51,0,38.13,0.717421,38.8338,42.0595,44.4055
100,0.51,1,38.84,0.752218,38.8338,42.4352,44.4265
100,0.51,2,38.91,0.745776,38.8427,42.4141,44.6531
100,0.51,3,39.97,0.714197,41.1385,42.0577,44.8046
100,0.51,4,40.22,0.748396,41.2359,43.8092,46.0271
100,0.51,5,40.33,0.689437,41.0562,43.4982,45.486
100,0.51,6,40.25,0.792908,40.1372,43.5287,46.2931
100,0.51,7,39.71,0.768798,40.5956,43.2264,45.2373
100,0.51,8,38.1,0.744494,37.3516,41.8375,43.5307
100,0.51,9,39.44,0.69993,39.7007,42.9369,44.9826
100,0.51,10,38.99,0.685785,39.2558,41.6331,44.5801
100,0.51,11,39.39,0.744262,39.556,42.4364,44.9888
100,0.51,12,41.72,0.736473,42.4138,44.4409,47.0625
100,0.51,13,38.96,0.814521,39.5425,42.9937,45.1321
100,0.51,14,42.36,0.750338,43.0895,45.9211,48.1532
100,0.51,15,40.82,0.748208,40.7699,44.294,46.4146
100,0.51,16,40.82,0.750097,40.9399,44.4501,46.1807
100,0.51,17,40.97,0.705745,42.0949,43.9003,46.0229
100,0.51,18,39.1,0.767459,39.7761,42.2224,44.8119
100,0.51,19,39.72,0.797772,40.1973,43.0735,45.3119
100,0.52,0,41.73,0.742233,42.487,45.684,47.7858
100,0.52,1,41.47,0.789307,40.8869,44.919,47.3167
100,0.52,2,40,0.802387,40.906,43.3558,46.0009
100,0.52,3,38.81,0.706952,38.902,41.113,43.9961
100,0.52,4,39.06,0.705757,39.9811,41.85,43.9533
100,0.52,5,41.76,0.721615,42.7038,45.3801,47.4369
100,0.52,6,39.55,0.691142,40.5022,43.1025,44.8719
100,0.52,7,41.34,0.717734,42.2682,44.993,46.7148
100,0.52,8,39.4,0.786428,39.5272,42.0446,45.1076
100,0.52,9,39.47,0.755968,38.6718,42.6548,45.6788
100,0.52,10,40.07,0.840494,39.9761,44.1547,46.295
100,0.52,11,39.2,0.729563,39.8107,42.2241,44.8028
100,0.52,12,39.45,0.684644,40.6086,41.6442,45.1291
100,0.52,13,40,0.693437,39.3951,43.4002,45.5058
100,0.52,14,40.02,0.733771,39.7434,43.9574,45.6933
100,0.52,15,38.04,0.799419,38.4233,41.4305,43.9665
100,0.52,16,41.72,0.776621,41.3801,44.5168,47.4151
100,0.52,17,39.67,0.788494,39.9446,43.1784,45.5228
100,0.52,18,40.63,0.738138,40.3217,43.7358,46.2563
100,0.52,19,40.85,0.7525,41.6892,44.3861,45.9999
100,0.53,0,40.18,0.693929,40.7956,43.399,45.3719
100,0.53,1,40.2,0.780146,41.0798,43.6719,46.1042
100,0.53,2,40.53,0.702906,40.4301,42.9206,45.2528
100,0.53,3,40.22,0.700113,40.1783,43.9652,46.2366
100,0.53,4,38.65,0.71934,38.0632,42.3743,44.4306
100,0.53,5,42.51,0.697806,42.3044,45.5014,47.9619
100,0.53,6,38.65,0.735129,38.6274,41.7421,44.065
100,0.53,7,40.71,0.733167,41.2134,43.6777,45.7462
100,0.53,8,40.28,0.765545,41.2974,43.8778,45.4758
100,0.53,9,41.39,0.760339,42.1521,45.2034,47.2256
100,0.53,10,39.4,0.728516,40.323,42.4598,45.0501
100,0.53,11,40.78,0.689261,41.37,44.2193,46.2563
100,0.53,12,41.52,0.718063,42.3838,44.5024,46.8929
100,0.53,13,40.38,0.67129,40.889,43.5477,45.4318
100,0.53,14,39.08,0.763042,39.8176,41.914,44.427
100,0.53,15,40.37,0.747916,40.2924,43.5163,45.9554
100,0.53,16,40.59,0.800855,41.3047,44.6406,46.128
100,0.53,17,40.71,0.718322,41.0521,43.7108,46.3772
100,0.53,18,39.46,0.747749,39.0906,42.5401,45.4221
100,0.53,19,39.7,0.746034,40.4795,42.4273,45.2424
100,0.54,0,39.7,0.698652,40.2279,42.8702,45.3392
100,0.54,1,40.39,0.708653,41.2515,42.5378,45.3155
100,0.54,2,39.11,0.748114,39.0257,42.5634,45.0718
100,0.54,3,38.92,0.754974,39.3713,41.9513,44.7104
100,0.54,4,41.01,0.72749,41.5689,43.8279,46.0747
100,0.54,5,38.39,0.769275,38.7622,41.7462,44.255
100,0.54,6,38.69,0.760105,39.5339,41.8625,44.5712
100,0.54,7,39.68,0.656767,40.6163,42.0092,44.9217
100,0.54,8,40.66,0.7185,40.2791,43.6914,46.0009
100,0.54,9,38.52,0.739657,39.7402,41.7619,43.8838
100,0.54,10,39.34,0.720336,40.8018,42.8536,44.7825
100,0.54,11,39.18,0.74652,40.257,43.2223,45.0457
100,0.54,12,41.62,0.706603,41.8501,44.6496,47.1678
100,0.54,13,41.39,0.682446,42.0412,43.8883,46.744
100,0.54,14,39.55,0.726246,39.7771,42.5455,45.0752
100,0.54,15,40.29,0.701133,40.8557,43.1918,45.3859
100,0.54,16,38.59,0.714701,40.1024,41.9584,44.0132
100,0.54,17,41.81,0.718033,42.2833,45.5351,48.0828
100,0.54,18,40.78,0.693685,40.6735,43.6344,46.1378
100,0.54,19,40.9,0.737132,41.6555,43.8475,46.1803
100,0.55,0,40.32,0.742407,40.1461,43.2308,45.9176
100,0.55,1,40.3,0.75369,41.2777,42.7107,45.4988
100,0.55,2,41.35,0.720109,42.0332,44.6921,46.9088
100,0.55,3,40.13,0.714085,40.7272,42.5853,44.9825
100,0.55,4,39.45,0.665437,39.7046,42.2019,44.559
100,0.55,5,41.29,0.718981,42.7701,44.5449,46.1384
100,0.55,6,39.88,0.702058,40.7589,42.9253,45.612
100,0.55,7,43.03,0.709557,42.8389,46.1846,48.8934
100,0.55,8,41.17,0.738748,41.5962,43.9269,46.4467
100,0.55,9,41.68,0.764527,41.8719,44.8135,47.0889
100,0.55,10,40.74,0.684652,41.2314,43.265,45.7335
100,0.55,11,39.29,0.703315,40.6353,42.4223,44.7961
100,0.55,12,39.7,0.724309,40.0881,43.0682,45.6763
100,0.55,13,41.34,0.750876,41.5639,45.1786,47.094
100,0.55,14,42.03,0.665764,42.2658,44.7383,47.4196
100,0.55,15,39.62,0.699976,41.0074,42.7098,44.8235
100,0.55,16,41.23,0.702534,41.7968,44.1261,46.1126
100,0.55,17,40.28,0.796586,39.8713,43.5857,46.074
100,0.55,18,40.57,0.76125,41.4022,44.3552,46.3677
100,0.55,19,41.29,0.711565,41.5738,43.7278,46.5164
100,0.56,0,40.49,0.811735,41.7748,44.1828,45.7764
100,0.56,1,40.71,0.740457,41.4519,43.514,45.3334
100,0.56,2,40.45,0.71385,42.1871,44.6323,46.0882
100,0.56,3,40.94,0.695491,40.6253,44.124,46.2573
100,0.56,4,39.51,0.717659,38.9272,42.554,44.7136
100,0.56,5,41.03,0.752182,40.4096,44.337,45.7651
100,0.56,6,39.48,0.687192,39.2709,42.7947,45.0427
100,0.56,7,40.14,0.684972,39.6768,42.7458,45.2417
100,0.56,8,41.09,0.729786,41.1404,44.7944,46.8331
100,0.56,9,42.31,0.708337,43.0983,45.3745,47.0781
100,0.56,10,39.81,0.752811,41.3841,42.9796,45.1553
100,0.56,11,40.97,0.690035,41.7957,43.8698,46.2417
100,0.56,12,42.36,0.676731,43.513,44.8009,47.4819
100,0.56,13,41.18,0.711021,41.5184,43.911,46.3851
100,0.56,14,40,0.744645,40.0867,43.561,45.3997
100,0.56,15,40.03,0.734659,40.9567,43.4226,45.5066
100,0.56,16,39.37,0.709271,40.0371,42.6387,44.7261
100,0.56,17,40.15,0.707614,40.834,43.6378,45.4258
100,0.56,18,40.95,0.720404,41.9825,44.2353,46.2086
100,0.56,19,42.06,0.688153,42.6938,44.5817,46.799
100,0.57,0,40.56,0.657298,41.6081,42.9745,45.2473
100,0.57,1,40.69,0.736407,40.9952,43.6835,46.0822
100,0.57,2,41.45,0.748738,41.3127,43.7329,46.3877
100,0.57,3,41.15,0.746429,41.3121,43.7801,45.9758
100,0.57,4,40.87,0.767351,41.4054,43.9243,45.9314
100,0.57,5,40.02,0.746441,40.4426,42.6965,45.2857
100,0.57,6,41.02,0.69906,41.5161,44.6347,46.3381
100,0.57,7,38.96,0.693145,40.2408,41.9691,44.3896
100,0.57,8,41.17,0.747905,41.2174,43.4803,46.5013
100,0.57,9,38.49,0.671265,38.8846,41.0627,43.1116
100,0.57,10,40.53,0.779785,40.7638,44.1268,46.3265
100,0.57,11,41.84,0.733302,42.6232,44.0319,47.3736
100,0.57,12,41.21,0.702014,41.4819,43.5905,46.0572
100,0.57,13,40.52,0.749186,41.3128,44.2253,45.9314
100,0.57,14,38.6,0.784349,38.6873,41.0611,43.9324
100,0.57,15,40.47,0.724914,40.0423,42.9939,45.7596
100,0.57,16,40.08,0.745286,40.0779,42.1287,44.6276
100,0.57,17,40.59,0.672343,39.7561,43.8565,46.129
100,0.57,18,39.25,0.745041,40.29,41.902,44.9806
100,0.57,19,39.93,0.716087,40.2151,43.2696,45.0092
100,0.58,0,41.56,0.713688,41.2763,44.728,46.9778
100,0.58,1,39.21,0.693722,40.7246,41.5261,44.5872
100,0.58,2,40.98,0.683469,40.9361,43.4457,45.9766
100,0.58,3,40.48,0.732409,40.6607,43.1124,45.6227
100,0.58,4,39.72,0.677354,39.4671,42.0263,44.7168
100,0.58,5,40.98,0.75703,42.1985,43.9774,46.4792
100,0.58,6,41.09,0.679128,40.8888,43.9577,45.7396
100,0.58,7,40.39,0.812095,41.7577,43.1219,45.9596
100,0.58,8,41.04,0.77146,41.9346,44.0728,46.406
100,0.58,9,41.1,0.680776,41.5969,44.3049,46.0647
100,0.58,10,39.87,0.729934,40.1498,43.0641,45.1912
100,0.58,11,39.91,0.67745,39.9549,42.2322,44.9542
100,0.58,12,40.43,0.651064,40.2738,42.7003,45.0735
100,0.58,13,39.69,0.677093,39.5311,42.1663,44.5536
100,0.58,14,39.99,0.746058,40.0055,43.1485,45.7646
100,0.58,15,40.04,0.756223,40.1854,42.7575,45.2173
100,0.58,16,41.95,0.701335,42.3795,45.2472,47.1811
100,0.58,17,41.2,0.725088,41.1019,44.4789,46.5247
100,0.58,18,39.32,0.742741,38.9878,41.9227,43.4905
100,0.58,19,38.67,0.694958,38.8499,40.6902,43.2598
100,0.59,0,41.71,0.724186,41.8558,43.8671,46.6845
100,0.59,1,41.32,0.729953,41.8838,42.6698,45.9895
100,0.59,2,41.02,0.744493,40.7431,43.3639,45.9721
100,0.59,3,38.84,0.706085,38.5463,41.249,43.6612
100,0.59,4,41.05,0.688929,42.6101,44.0202,46.2657
100,0.59,5,40.71,0.694268,41.7912,43.5904,45.9509
100,0.59,6,40.04,0.732375,39.8331,42.8615,45.1745
100,0.59,7,40.07,0.699073,40.3245,43.0126,45.0632
100,0.59,8,41.27,0.676405,42.2239,43.651,46.1776
100,0.59,9,40.49,0.743774,41.2956,43.3985,45.7673
100,0.59,10,39.22,0.667765,39.7945,41.769,44.1485
100,0.59,11,41.4,0.667633,42.0289,44.5369,46.4811
100,0.59,12,41.12,0.741804,42.3269,44.3391,46.2883
100,0.59,13,39.74,0.680552,40.7595,42.6345,44.4799
100,0.59,14,42.79,0.713194,43.2434,45.6685,47.5584
100,0.59,15,40.64,0.676366,41.4513,42.5541,45.0769
100,0.59,16,40.82,0.751882,40.5353,44.0117,45.7902
100,0.59,17,40.58,0.743408,41.5697,43.4441,45.4863
100,0.59,18,42.04,0.707268,42.5866,44.8201,47.1006
100,0.59,19,40.94,0.683305,41.3989,43.7214,45.5794
100,0.6,0,39.86,0.737294,40.6084,43.071,45.0715
100,0.6,1,39.36,0.690729,40.7323,42.2177,44.1683
100,0.6,2,39.92,0.679181,40.2517,42.9773,44.8133
100,0.6,3,41.29,0.688456,40.9587,43.6735,46.4686
100,0.6,4,41.56,0.734799,42.2167,44.5124,46.9641
100,0.6,5,39.58,0.72814,39.8695,42.647,44.8689
100,0.6,6,40.63,0.720117,41.1642,43.051,45.6366
100,0.6,7,40.11,0.713121,40.9321,43.8255,45.3195
100,0.6,8,42.31,0.648942,43.8525,44.9651,47.0172
100,0.6,9,41.51,0.729971,41.8772,44.2941,46.6331
100,0.6,10,39.57,0.682478,40.396,42.0918,44.9427
100,0.6,11,40.53,0.777634,41.0718,43.4824,45.5761
100,0.6,12,42.75,0.692525,42.9605,44.8994,47.0546
100,0.6,13,39.74,0.711311,40.676,42.604,44.895
100,0.6,14,40.8,0.771045,40.9262,43.2037,45.4701
100,0.6,15,38.62,0.738438,38.666,41.4594,43.6857
100,0.6,16,39.79,0.65381,39.6486,42.0352,44.5149
100,0.6,17,41.11,0.733395,41.2664,43.8151,45.953
100,0.6,18,40.27,0.779501,41.4219,42.6835,45.099
100,0.6,19,40.14,0.711078,42.3302,42.1847,45.4156
100,0.61,0,39.33,0.708937,39.963,42.1584,44.1397
100,0.61,1,41.75,0.730225,41.9383,44.5695,46.9438
100,0.61,2,40.18,0.715437,40.3742,43.2397,45.4146
100,0.61,3,42.02,0.658604,42.6685,44.0589,46.1744
100,0.61,4,40.55,0.649149,41.6238,43.1349,45.6515
100,0.61,5,41.53,0.725963,42.6979,44.3053,46.5313
100,0.61,6,42.01,0.68994,42.2311,44.416,47.0608
100,0.61,7,40.08,0.663357,41.2959,41.9226,44.8833
100,0.61,8,41.11,0.752017,41.7454,44.0442,46.2861
100,0.61,9,40.75,0.659298,41.4936,43.6747,46.1947
100,0.61,10,40.84,0.689902,41.2082,44.0892,46.2602
100,0.61,11,40.21,0.698865,39.879,42.8968,45.1366
100,0.61,12,41.14,0.711846,41.413,43.3488,46.2708
100,0.61,13,40.47,0.68653,40.6233,43.4604,45.32
100,0.61,14,40.34,0.761621,40.5007,43.4095,45.6382
100,0.61,15,40.86,0.70148,41.674,43.5347,45.7663
100,0.61,16,40.56,0.67039,41.8256,43.0884,45.5226
100,0.61,17,40.49,0.716622,41.7936,43.0142,45.5603
100,0.61,18,40.57,0.765324,40.8945,43.5548,45.2123
100,0.61,19,40.79,0.686698,41.6925,43.0871,45.4602
100,0.62,0,40.78,0.661476,41.4858,43.3051,45.568
100,0.62,1,39.86,0.658888,40.2555,42.0508,44.5951
100,0.62,2,42.02,0.666049,41.9192,44.5578,46.2188
100,0.62,3,41.15,0.719495,41.4088,43.9051,45.9889
100,0.62,4,40.3,0.673486,40.6441,42.5505,44.8376
100,0.62,5,41.11,0.707143,41.6349,43.0677,45.1383
100,0.62,6,40.9,0.654685,41.6351,43.2488,45.4711
100,0.62,7,40.04,0.695687,39.9196,43.2848,45.0265
100,0.62,8,41.35,0.725688,40.871,43.7066,46.0526
100,0.62,9,41.04,0.71004,42.0823,43.4762,45.6744
100,0.62,10,40.96,0.649678,41.3344,43.0944,45.5202
100,0.62,11,42.2,0.723316,42.1492,44.6005,46.6853
100,0.62,12,42.2,0.72455,43.051,45.3051,47.0919
100,0.62,13,41.03,0.677223,41.063,43.2613,45.8243
100,0.62,14,41.49,0.684874,40.8843,44.6949,46.3099
100,0.62,15,41.07,0.706274,41.338,43.724,46.0205
100,0.62,16,40.22,0.64396,41.3647,42.5504,44.654
100,0.62,17,41.21,0.705488,41.6451,43.9664,46.0507
100,0.62,18,41.37,0.664938,41.19,43.8436,46.0884
100,0.62,19,40.72,0.631715,42.2462,43.817,45.7892
100,0.63,0,40.93,0.728613,41.4362,43.4135,45.8569
100,0.63,1,41.76,0.626312,42.2038,44.5578,46.4175
100,0.63,2,41.83,0.698737,41.6469,44.0172,46.7817
100,0.63,3,40.47,0.691457,41.289,41.7505,44.7474
100,0.63,4,41.11,0.726755,41.7586,43.2755,45.757
100,0.63,5,40.62,0.734132,41.1404,43.1477,4.29568e-309
100,0.63,6,41.83,0.711818,42.7697,44.3865,46.7763
100,0.63,7,41.13,0.658052,41.1015,42.6427,45.6825
100,0.63,8,41.36,0.693136,42.1321,43.6251,45.8129
100,0.63,9,40.84,0.677177,40.311,43.2521,44.8026
100,0.63,10,41.68,0.721154,42.1458,44.462,46.1903
100,0.63,11,40.14,0.765576,40.0848,43.3846,45.3698
100,0.63,12,40.6,0.688217,40.5359,43.5855,45.1109
100,0.63,13,40.69,0.707314,41.0769,42.8844,44.921
100,0.63,14,40.56,0.732622,41.7438,44.0023,45.6002
100,0.63,15,40.67,0.699698,41.9458,43.3925,45.5561
100,0.63,16,40.86,0.673256,41.4985,43.4443,45.5397
100,0.63,17,41.02,0.743711,42.0502,42.9539,45.9894
100,0.63,18,40.91,0.693546,40.9084,44.1419,45.5494
100,0.63,19,41.12,0.713415,42.0535,43.4435,45.6274
100,0.64,0,40.68,0.689565,40.5848,43.6316,45.6457
100,0.64,1,42.22,0.705376,43.1441,44.4025,47.1132
100,0.64,2,40.64,0.718927,42.6354,43.159,45.1291
100,0.64,3,41.54,0.677746,42.4144,43.4749,46.2318
100,0.64,4,39.11,0.683825,39.4116,41.36,43.7488
100,0.64,5,42.27,0.691212,42.5127,45.4251,46.8943
100,0.64,6,40.99,0.696781,42.143,42.8908,45.8772
100,0.64,7,39.74,0.674005,40.3209,42.517,44.5589
100,0.64,8,41.66,0.648313,41.9038,43.9598,46.0709
100,0.64,9,42.51,0.691412,43.8149,45.0202,46.9899
100,0.64,10,40.33,0.732349,40.3086,42.9703,45.0045
100,0.64,11,40.39,0.704126,41.4002,42.4444,44.8214
100,0.64,12,39.81,0.700705,40.1561,42.4655,44.6985
100,0.64,13,40.71,0.69797,42.0674,43.0621,45.2947
100,0.64,14,41.04,0.718033,41.0938,43.2208,46.1285
100,0.64,15,40.82,0.681155,41.6857,44.045,45.3096
100,0.64,16,40.54,0.670457,41.6608,43.1974,45.1695
100,0.64,17,41.6,0.665344,42.6093,43.9506,45.9257
100,0.64,18,41.24,0.679084,40.9404,43.9911,46.4159
100,0.64,19,41.51,0.719995,41.7754,44.5213,46.3177
100,0.65,0,39.94,0.666707,39.6141,42.0912,44.5222
100,0.65,1,41.48,0.722904,41.8951,43.5088,45.9931
100,0.65,2,40.98,0.713837,41.7302,43.856,45.9542
100,0.65,3,42.15,0.775572,43.0343,44.6849,46.4234
100,0.65,4,41.53,0.650602,41.8468,43.3391,46.0448
100,0.65,5,41.04,0.596893,41.8037,42.2428,45.1966
100,0.65,6,41.61,0.690605,41.8107,44.2196,46.1045
100,0.65,7,40.5,0.721837,41.9081,42.3304,44.8237
100,0.65,8,39.83,0.660903,40.4579,42.3802,44.385
100,0.65,9,40.89,0.655505,41.064,43.2406,45.4581
100,0.65,10,41.77,0.714431,42.0438,43.4299,46.6015
100,0.65,11,41.75,0.681451,43.0535,44.1596,45.8671
100,0.65,12,41.23,0.760068,42.0886,43.3119,45.8942
100,0.65,13,41.61,0.714315,42.3184,44.6066,46.6735
100,0.65,14,40.5,0.667342,41.0322,43.0766,45.0762
100,0.65,15,42.03,0.642926,43.1221,44.5991,46.3531
100,0.65,16,40.38,0.651175,41.4068,42.9862,45.0514
