width,noise,instance number, greedy mean,greedy stdev,pagerank value,regret value,optimal value
100,0.7,28,40.6,0.662508,41.1549,42.3166,43.5858,44.7817
100,0.7,29,42.85,0.666022,43.4939,44.9294,45.4392,46.6833
100,0.7,30,41.29,0.686832,41.2091,43.516,44.0022,45.5424
100,0.7,31,41.52,0.688243,42.1706,43.4323,43.73,45.5125
100,0.7,32,41.36,0.712698,41.9067,43.1274,44.2122,45.4776
100,0.7,33,42.45,0.689572,43.0408,44.3439,44.7111,46.0864
100,0.7,34,41.19,0.67121,42.234,43.5508,43.3633,44.7852
100,0.7,35,43.31,0.649239,43.7636,45.2605,45.9406,47.1852
100,0.7,36,39.95,0.649966,40.6138,41.4035,43.2937,44.2841
100,0.7,37,42.77,0.68544,43.2469,44.6812,44.5908,46.2192
100,0.7,38,42.21,0.685788,42.8737,44.1669,45.1512,46.2459
100,0.7,39,40.78,0.728833,40.9312,42.9774,43.4166,45.0045
100,0.7,40,41.11,0.675736,41.9238,42.8714,43.0689,44.9734
100,0.7,41,41.64,0.679862,41.8763,44.0155,44.3463,45.6663
100,0.7,42,43.67,0.677978,44.3058,45.6817,46.5261,48.0552
100,0.7,43,42.53,0.625302,42.8942,44.3797,44.5633,46.1345
100,0.7,44,42.1,0.612942,42.2798,43.7531,44.6413,46.0807
100,0.7,45,42.17,0.639259,43.5053,44.127,45.0932,46.149
100,0.7,46,41.33,0.720003,41.4335,43.7619,43.7206,45.3857
100,0.7,47,41.75,0.699703,41.7984,44.0017,45.2133,46.2492
100,0.7,48,41.66,0.653144,41.81,43.509,44.1797,45.3371
100,0.7,49,40.65,0.678165,40.5137,42.4334,43.296,44.7749
100,0.8,0,43.09,0.681385,44.1323,44.527,45.2753,46.6467
100,0.8,1,42.31,0.663848,42.8135,44.0578,44.4822,45.8717
100,0.8,2,42.08,0.634017,42.494,43.11,44.5181,45.4438
100,0.8,3,42.44,0.678728,43.0826,44.0884,45.0549,46.0513
100,0.8,4,43.43,0.646004,43.1715,45.5675,44.8161,47.0149
100,0.8,5,43.4,0.663734,43.0901,44.673,44.9576,46.8325
100,0.8,6,43.48,0.678582,43.9027,44.4336,45.7277,46.6108
100,0.8,7,42.8,0.696649,42.7033,44.8243,45.4219,46.2938
100,0.8,8,43.16,0.636861,44.0178,44.41,44.9471,46.3967
100,0.8,9,43.85,0.601218,44.1836,45.1272,45.5705,47.1998
100,0.8,10,42.93,0.737174,44.4032,44.6693,45.2835,46.6505
100,0.8,11,43.52,0.70864,44.6919,44.0901,45.5253,47.0768
100,0.8,12,43.14,0.675735,43.6664,44.4186,44.9756,46.6663
100,0.8,13,42.97,0.692454,43.3563,44.5202,44.8504,46.3724
100,0.8,14,43.25,0.635105,43.4444,43.924,44.9771,46.488
100,0.8,15,42.93,0.753002,43.1116,44.3485,45.134,46.4896
100,0.8,16,43.16,0.701996,43.3312,44.4878,45.4729,46.5619
100,0.8,17,43.13,0.638866,43.5594,44.5957,44.0159,46.2251
100,0.8,18,42.7,0.654491,43.5516,44.2062,45.3527,46.1603
100,0.8,19,42.29,0.667958,42.952,44.1271,43.6575,45.4399
100,0.8,20,42.37,0.658001,43.143,43.7143,43.9555,45.6599
100,0.8,21,42.66,0.677558,42.6497,44.737,45.1261,46.1956
100,0.8,22,43.53,0.629155,44.1726,44.7486,45.4884,46.8711
100,0.8,23,42.53,0.658219,43.3288,44.8622,45.1605,46.2508
100,0.8,24,43.12,0.707411,43.3137,44.4432,45.3871,46.5451
100,0.8,25,42.78,0.714138,42.9678,44.4337,45.6602,46.6531
100,0.8,26,43.16,0.6631,42.9838,44.62,45.5299,47.0087
100,0.8,27,43.12,0.673646,43.1144,44.4706,45.1302,46.7539
100,0.8,28,43.07,0.724898,43.7413,43.7877,44.9024,46.4866
100,0.8,29,43.1,0.670679,43.6434,44.4711,45.6307,46.589
100,0.8,30,44.02,0.661061,44.3918,46.4245,46.5212,47.5983
100,0.8,31,43.27,0.670028,42.6957,45.2676,45.5382,46.7547
100,0.8,32,43.29,0.649221,44.4862,44.6569,45.1495,46.6123
100,0.8,33,43.29,0.710856,43.1789,45.2133,45.1978,46.4979
100,0.8,34,42.53,0.689328,43.4881,44.2929,44.5925,46.1038
100,0.8,35,42.47,0.630215,43.0917,43.8796,44.8556,46.1105
100,0.8,36,42.73,0.617835,42.7586,44.4993,45.0566,46.2671
100,0.8,37,43.41,0.694623,44.1638,44.6373,44.8584,46.8254
100,0.8,38,42.94,0.642745,43.4098,44.9571,44.4221,45.8365
100,0.8,39,42.9,0.695893,42.422,45.0329,44.5609,46.3603
100,0.8,40,43.28,0.738879,43.7596,44.4203,45.1321,46.9284
100,0.8,41,43.26,0.690574,44.1735,43.7029,45.4504,46.5845
100,0.8,42,42.46,0.637913,42.7519,42.8924,44.8501,46.0651
100,0.8,43,43.34,0.659939,44.6419,44.3288,45.4428,46.8401
100,0.8,44,43.26,0.683287,43.3241,45.1434,45.1252,46.819
100,0.8,45,42.14,0.627961,43.4743,43.1255,43.9989,45.7468
100,0.8,46,43.08,0.702971,43.557,44.6948,44.6541,46.4874
100,0.8,47,43.1,0.679428,43.5622,44.5675,45.3396,46.4623
100,0.8,48,42.81,0.682065,42.8088,44.8084,44.428,46.3333
100,0.8,49,42.53,0.65909,43.2881,43.9253,44.8449,46.2812
100,0.9,0,44.55,0.606515,45.2133,46.0872,45.6364,47.4432
100,0.9,1,43.81,0.674219,44.441,44.104,45.266,46.8775
100,0.9,2,44.3,0.686929,45.4513,45.1418,45.9575,47.2287
100,0.9,3,44.05,0.70532,44.7164,44.9769,44.8474,47.1147
100,0.9,4,43.81,0.689748,44.8388,45.1553,44.875,46.9636
100,0.9,5,44.26,0.700224,45.0399,45.173,45.4131,47.1761
100,0.9,6,44.38,0.687874,44.7291,45.8604,45.0409,47.1601
100,0.9,7,44.1,0.700986,44.4875,45.644,45.5911,47.1831
100,0.9,8,44.28,0.674924,45.5546,44.9359,45.0732,47.1518
100,0.9,9,44.38,0.614771,43.8228,45.658,45.745,47.2546
100,0.9,10,43.84,0.691647,43.8558,44.6209,45.0192,47.0373
100,0.9,11,44.05,0.686656,43.4522,46.0538,44.2248,46.8848
100,0.9,12,43.95,0.649528,44.7286,45.2635,45.1697,47.0333
100,0.9,13,44.1,0.641811,44.3028,45.078,44.5646,46.9179
100,0.9,14,44.42,0.648421,44.783,44.7556,45.3809,47.302
100,0.9,15,43.91,0.709258,44.4469,44.7138,44.6314,46.8631
100,0.9,16,44.47,0.700675,45.1242,45.7189,45.7343,47.4578
100,0.9,17,44.28,0.669739,43.8853,44.9098,45.1839,47.0329
100,0.9,18,44.48,0.65074,44.748,44.8395,45.6437,47.4237
100,0.9,19,44.8,0.710933,45.1796,45.1807,46.1417,47.6759
100,0.9,20,44.26,0.682397,44.8544,44.6771,46.6317,47.3245
100,0.9,21,43.72,0.693629,44.5695,45.0774,45.4342,46.8417
100,0.9,22,44.02,0.650889,43.5206,45.2248,45.034,46.9828
100,0.9,23,44.02,0.73547,45.153,44.924,46.0277,46.9883
100,0.9,24,44.35,0.679755,45.381,45.8934,45.7748,47.7135
100,0.9,25,43.98,0.68082,44.3916,45.0994,45.1151,46.9142
100,0.9,26,43.93,0.739519,44.4152,45.5134,45.7256,47.1083
100,0.9,27,44.27,0.674549,44.6696,45.0087,45.5889,46.9527
100,0.9,28,44.44,0.707717,44.7701,45.9316,46.0288,47.3054
100,0.9,29,44.14,0.680598,45.0262,45.369,44.5732,47.0483
100,0.9,30,44.02,0.659758,44.5311,45.0228,45.7136,46.8114
100,0.9,31,44.37,0.783115,45.2716,45.7128,44.744,47.351
100,0.9,32,44.14,0.654802,44.2729,45.2995,44.6782,47.0717
100,0.9,33,44.34,0.621345,44.932,45.4931,45.4643,47.0679
100,0.9,34,43.93,0.671358,44.3247,45.3395,45.4532,47.0553
100,0.9,35,44.61,0.688792,45.3792,45.7358,46.3226,47.6863
100,0.9,36,44.69,0.738827,46.3503,45.8775,45.0931,47.6962
100,0.9,37,43.65,0.663355,44.6437,44.8304,44.9065,46.7041
100,0.9,38,44.03,0.647194,44.0903,44.949,45.2131,47.0758
100,0.9,39,44.19,0.645416,44.8673,45.2772,46.1341,47.2643
100,0.9,40,44.05,0.683426,44.505,44.6426,45.2634,46.8909
100,0.9,41,44.11,0.700645,44.7357,45.6748,45.5217,47.021
100,0.9,42,44.38,0.612953,44.7468,45.1069,46.067,47.3712
100,0.9,43,44.45,0.693576,44.9198,44.6073,45.6253,47.081
100,0.9,44,44.55,0.715339,45.8545,46.0717,46.3199,47.4665
100,0.9,45,44.05,0.701841,45.0601,45.829,45.8197,47.1488
100,0.9,46,44.36,0.670624,45.1198,44.9127,45.3867,47.1748
100,0.9,47,44.33,0.614946,45.1626,45.6311,44.6386,47.034
100,0.9,48,44.44,0.728414,44.2658,45.8365,45.67,47.4273
100,0.9,49,44.42,0.63529,44.4143,45.6998,45.6742,47.285
100,1,0,45.49,0.725888,45.8512,47.5196,46.2017,48.4554
100,1,1,45.4,0.716739,46.1814,46.1208,45.5992,48.3186
100,1,2,45.72,0.747542,46.7763,46.0941,46.9107,48.4226
100,1,3,45.71,0.725334,46.8754,46.6584,46.3399,48.5559
100,1,4,45.32,0.642302,46.8543,46.649,45.6779,48.2669
100,1,5,45.61,0.719278,47.0441,46.2376,46.4013,48.491
100,1,6,45.7,0.735334,46.2259,45.6375,47.0968,48.5134
100,1,7,45.45,0.711053,46.454,45.886,45.8784,48.2645
100,1,8,45.51,0.664516,45.0435,46.6639,46.2142,48.3629
100,1,9,45.5,0.725401,45.0085,46.6729,46.4515,48.3313
100,1,10,45.81,0.692793,46.7563,46.5671,46.7526,48.5089
100,1,11,45.41,0.714449,46.0747,46.3841,46.1404,48.3389
100,1,12,45.47,0.675614,45.5966,46.7114,45.7985,48.2466
100,1,13,45.39,0.678891,44.8134,46.5462,45.8693,48.1944
100,1,14,45.7,0.748584,46.5554,47.5333,46.7509,48.4508
100,1,15,45.18,0.726459,44.9938,46.4932,45.8508,48.1339
100,1,16,45.74,0.681268,46.4085,47.0529,45.1971,48.4851
100,1,17,45.48,0.6703,45.5601,46.9257,46.6437,48.2615
100,1,18,45.56,0.666354,45.9305,47.0537,46.7531,48.4671
100,1,19,45.49,0.689785,45.7654,46.252,46.8038,48.3464
100,1,20,45.32,0.694604,46.4302,46.4717,46.4568,48.2014
100,1,21,45.49,0.766145,46.6122,46.4443,46.4383,48.3932
100,1,22,45.72,0.700052,45.7554,46.882,46.9252,48.5055
100,1,23,45.51,0.785878,46.3002,45.9618,46.9077,48.5107
100,1,24,45.06,0.696449,46.2818,46.3524,46.736,48.2758
100,1,25,45.75,0.65345,45.5129,46.5908,46.3771,48.4928
100,1,26,45.18,0.642283,45.924,46.4075,45.4938,48.2829
100,1,27,45.28,0.738869,45.9985,46.818,45.6181,48.2049
100,1,28,45.21,0.715843,46.0667,46.3363,46.8214,48.1372
100,1,29,45.63,0.730577,46.1107,46.8078,46.6472,48.4567
100,1,30,45.18,0.734053,46.0373,45.8235,46.8896,48.3175
100,1,31,45.69,0.745489,46.6735,46.4564,46.7968,48.5079
100,1,32,45.37,0.782468,46.4299,46.328,45.891,48.1764
100,1,33,45.74,0.649742,45.3945,46.1739,47.408,48.3448
100,1,34,45.85,0.710494,45.8074,47.2111,47.2988,48.566
100,1,35,45.82,0.709479,46.0942,47.533,46.9868,48.6425
100,1,36,45.79,0.624747,45.5261,47.1871,46.5532,48.4909
100,1,37,45.5,0.78476,46.9066,46.5236,45.9398,48.4016
100,1,38,45.47,0.68171,44.8774,46.26,46.4639,48.185
100,1,39,45.19,0.655912,45.0092,46.3083,46.1296,48.1868
100,1,40,45.53,0.683998,46.0906,47.3901,47.0107,48.3504
100,1,41,45.56,0.751812,45.7688,47.2122,46.6099,48.4309
100,1,42,45.72,0.749751,46.2298,46.8844,45.8833,48.5901
100,1,43,45.45,0.673671,46.7988,46.2146,45.7499,48.1882
100,1,44,45.77,0.671066,46.5242,46.7336,46.3561,48.5392
100,1,45,45.31,0.739706,45.692,46.7532,46.2894,48.2679
100,1,46,45.4,0.732121,45.8768,46.69,46.7094,48.2746
100,1,47,45.62,0.732633,45.6959,45.7996,45.7257,48.3999
100,1,48,45.49,0.67857,45.3475,46.178,46.2373,48.2335
100,1,49,45.4,0.702078,46.7301,46.5514,46.6601,48.2554
