width,noise,instance_number, greedy_mean,greedy_stdev,pagerank_value,regret_value,global_greedy,optimal_value
100,0.44,1,41.3,0.638766,41.6926,42.4286,42.4065,43.6541
100,0.44,2,41.38,0.594468,41.7695,42.1026,42.4145,43.6034
100,0.44,3,41.06,0.592523,41.7511,42.1096,42.3524,43.451
100,0.44,4,41.38,0.562017,41.5752,42.4133,42.4379,43.9439
100,0.44,5,40.78,0.556476,40.9578,41.7463,41.9109,43.2277
100,0.44,6,40.84,0.46298,41.3864,41.79,41.7807,43.2539
100,0.44,7,41.6,0.578069,42.2503,42.0198,43.0974,43.9582
100,0.44,8,40.96,0.683077,41.895,42.2194,42.4511,43.516
100,0.44,9,41.28,0.61584,42.1522,41.44,42.4883,43.4518
100,0.44,10,41.16,0.585395,42.1956,42.1514,42.451,43.4792
100,0.44,11,40.84,0.607237,40.8222,41.8015,42.4594,43.3766
100,0.44,12,40.78,0.524696,41.7236,41.9073,42.3321,43.3299
100,0.44,13,40.94,0.628393,41.3181,41.7665,42.0238,43.3194
100,0.44,14,41.16,0.629785,41.4811,42.3609,42.6256,43.7068
100,0.44,15,40.92,0.570346,41.2313,41.7585,41.8627,43.4408
100,0.44,16,41.08,0.648106,41.7637,42.3602,42.6163,43.5859
100,0.44,17,40.9,0.614967,41.3979,41.7153,42.1824,43.4724
100,0.44,18,41.04,0.610324,41.5322,42.2684,41.9136,43.4789
100,0.44,19,40.46,0.555391,41.2922,41.2469,41.6545,42.8473
100,0.44,20,41.04,0.585193,41.5216,41.8573,41.9842,43.411
100,0.44,21,41,0.619142,41.3306,42.2037,42.1223,43.393
100,0.44,22,40.78,0.513161,40.8442,41.6553,41.7387,42.9371
100,0.44,23,41.36,0.627475,41.3935,42.3432,42.3869,43.7001
100,0.44,24,40.44,0.613047,40.67,41.2975,41.4721,43.0143
100,0.44,25,41.42,0.576563,42.2368,42.4154,42.7241,43.8077
100,0.44,26,40.96,0.670525,42.0168,42.2941,42.147,43.497
100,0.44,27,40.98,0.565491,41.4904,41.8745,42.1839,43.3722
100,0.44,28,40.9,0.58634,41.3412,41.7678,42.218,43.3163
100,0.44,29,41.28,0.582815,41.1366,42.1752,42.4431,43.5471
100,0.44,30,41.2,0.637124,41.9508,42.1814,42.5415,43.8319
100,0.44,31,41.1,0.566193,41.4141,42.2264,42.5454,43.5617
100,0.44,32,40.62,0.563688,41.492,42.0031,41.5361,43.1599
100,0.44,33,41.1,0.635762,41.3981,42.5761,42.6948,43.5763
100,0.44,34,41.04,0.623469,41.7145,42.2581,42.0947,43.5531
100,0.44,35,41.1,0.659896,41.7653,42.4465,42.1255,43.489
100,0.44,36,40.46,0.622255,41.1597,42.0803,41.692,43.0135
100,0.44,37,41.44,0.597603,42.0385,42.7445,42.6895,43.8535
100,0.44,38,40.96,0.511219,41.0725,41.5503,42.0011,43.3051
100,0.44,39,40.86,0.585516,41.3332,42.0417,42.0034,43.2163
100,0.44,40,41.26,0.559763,41.4302,42.147,42.2077,43.6026
100,0.44,41,40.96,0.5723,41.2982,41.811,42.3529,43.3336
100,0.44,42,40.9,0.624963,41.4743,42.1808,42.0491,43.194
100,0.44,43,41.3,0.601166,41.8739,42.2737,42.4031,43.6702
100,0.44,44,41.28,0.635199,41.8081,41.4809,42.2137,43.5492
100,0.44,45,41.12,0.622239,40.972,42.5254,42.7662,43.7642
100,0.44,46,40.96,0.633018,41.9459,41.6431,42.0407,43.3633
100,0.44,47,40.88,0.456866,40.6931,41.8538,41.8013,43.2948
100,0.44,48,40.76,0.661046,41.3168,41.9226,42.299,43.3001
100,0.44,49,41.06,0.592198,41.7433,42.3198,42.068,43.3182
100,0.45,0,40.98,0.552008,41.6841,42.014,41.8748,43.3537
100,0.45,1,41.06,0.621668,41.6573,41.6535,42.6297,43.5103
100,0.45,2,41.08,0.653148,41.1984,42.4608,42.9231,43.7162
100,0.45,3,41.04,0.506344,41.535,41.6952,42.0248,43.4271
100,0.45,4,41.14,0.635924,42.0041,42.6239,42.4805,43.6886
100,0.45,5,40.92,0.651231,41.3935,42.2317,42.4695,43.3244
100,0.45,6,41.04,0.556673,41.9142,41.9711,42.0965,43.3378
100,0.45,7,41.28,0.549735,41.0094,42.6316,42.6854,43.7176
100,0.45,8,40.96,0.639448,41.3341,41.8047,42.3859,43.3757
100,0.45,9,41.04,0.56822,41.6744,41.6574,41.9518,43.4441
100,0.45,10,41.14,0.638962,42.0723,41.9496,42.6666,43.6622
100,0.45,11,41.52,0.591492,42.1161,41.8952,42.6924,43.9837
100,0.45,12,41.76,0.579414,42.1154,43.5496,43.5438,44.2184
100,0.45,13,41.16,0.709251,41.928,42.6391,42.7402,43.7059
100,0.45,14,41.1,0.585672,41.8521,42.3856,42.359,43.616
100,0.45,15,40.94,0.584961,41.579,41.488,41.9983,43.4027
100,0.45,16,40.86,0.634389,41.4223,42.3535,42.0979,43.4676
100,0.45,17,41.48,0.588449,42.1019,42.5756,42.6079,43.6439
100,0.45,18,41.16,0.669441,42.0539,42.3834,42.588,43.6247
100,0.45,19,41.28,0.681964,41.6571,42.1722,42.4811,43.8438
100,0.45,20,41.26,0.659578,41.3498,42.5487,42.4631,43.7637
100,0.45,21,40.94,0.570597,40.9166,42.0161,42.0058,43.2466
100,0.45,22,41.82,0.520048,42.0234,42.7484,43.2934,44.1938
100,0.45,23,41.32,0.595582,42.0859,42.1354,42.4341,43.7937
100,0.45,24,41.74,0.616186,42.0679,42.2826,42.8034,43.9145
100,0.45,25,41.08,0.603752,41.8433,42.2209,42.5872,43.5613
100,0.45,26,40.98,0.616886,41.3763,42.0519,42.0753,43.4761
100,0.45,27,41,0.570248,41.1887,41.3204,41.9487,43.2697
100,0.45,28,41.34,0.620844,41.7273,42.5257,42.2481,43.7587
100,0.45,29,41.1,0.592093,41.4317,42.1734,42.5989,43.3773
100,0.45,30,41.02,0.57421,41.4841,41.7782,42.2783,43.341
100,0.45,31,41.12,0.635844,42.2825,41.8983,42.4347,43.4161
100,0.45,32,41.54,0.575713,42.2639,42.5873,42.4766,44.0035
100,0.45,33,40.96,0.569999,41.4646,41.4704,42.1037,43.1616
100,0.45,34,41.2,0.601972,42.341,42.4912,42.6364,43.7156
100,0.45,35,40.72,0.565935,40.7302,41.9059,42.2426,43.198
100,0.45,36,40.82,0.50637,41.0515,42.0201,42.0245,43.1695
100,0.45,37,41,0.594392,41.7745,42.4308,42.387,43.4681
100,0.45,38,40.98,0.584264,41.1881,41.9956,42.0106,43.3991
100,0.45,39,41.32,0.59779,41.2148,41.7902,42.7604,43.7878
100,0.45,40,41,0.643573,41.1318,41.8929,42.4341,43.4946
100,0.45,41,41.4,0.563074,41.6595,41.833,42.1882,43.6443
100,0.45,42,41.62,0.571057,42.1659,42.3111,42.8723,43.9785
100,0.45,43,40.98,0.517018,41.362,41.6518,42.0871,43.5061
100,0.45,44,40.24,0.653452,40.7583,41.558,41.9129,43.0842
100,0.45,45,41.16,0.641286,41.645,42.6231,42.6913,43.6925
100,0.45,46,41.18,0.542935,42.162,41.8599,42.6817,43.5909
100,0.45,47,41.12,0.630486,40.9049,42.0085,42.2591,43.4366
100,0.45,48,40.98,0.550026,41.7625,42.3358,42.5281,43.5952
100,0.45,49,41.12,0.640913,42.0524,42.4864,42.7108,43.8289
100,0.46,0,40.96,0.628187,41.8237,42.2668,41.9801,43.3957
100,0.46,1,40.94,0.614717,41.1161,42.2704,42.3388,43.3228
100,0.46,2,41.32,0.615643,41.7017,42.465,42.5822,43.749
100,0.46,3,41.22,0.688014,41.4527,42.6299,42.4913,43.7925
100,0.46,4,41.22,0.616528,41.5431,42.0545,42.8183,43.6183
100,0.46,5,41.16,0.608605,41.5178,42.4395,42.5263,43.6564
100,0.46,6,40.94,0.574905,41.3994,42.1359,42.2029,43.4112
100,0.46,7,41.6,0.572027,41.6521,42.2154,42.5857,43.939
100,0.46,8,41.2,0.611323,41.9793,42.2163,42.4451,43.5807
100,0.46,9,41.16,0.618869,42.2955,42.3639,42.3295,43.6775
100,0.46,10,41.34,0.610465,41.9705,42.4825,42.3245,43.659
100,0.46,11,40.88,0.529384,41.6625,42.0238,41.7377,43.3481
100,0.46,12,40.66,0.555403,40.9725,41.5831,41.7708,43.1524
100,0.46,13,41.48,0.664282,41.7115,42.9989,42.7196,43.8687
100,0.46,14,41,0.658486,41.8375,41.9252,42.3703,43.478
100,0.46,15,41.14,0.615371,41.8706,42.1859,42.4309,43.7366
100,0.46,16,41.36,0.595422,42.1662,42.5258,42.4784,43.5807
100,0.46,17,40.78,0.546867,41.5778,42.1694,42.4007,43.3817
100,0.46,18,41.14,0.630216,41.4933,42.322,42.3441,43.7619
100,0.46,19,41.22,0.620689,41.7712,42.2749,42.6243,43.5821
100,0.46,20,41.2,0.635118,41.3138,41.929,42.4453,43.6922
100,0.46,21,41.2,0.651458,41.4451,42.8714,42.6957,43.8055
100,0.46,22,40.52,0.5957,41.0919,41.5839,41.5841,43.0895
100,0.46,23,41.1,0.616641,42.061,42.785,42.5657,43.5624
100,0.46,24,40.88,0.54469,41.5332,41.3892,41.9488,43.2672
100,0.46,25,40.9,0.591174,41.2857,41.4093,42.5048,43.3368
100,0.46,26,41.16,0.581645,41.5909,42.2597,42.3716,43.6172
100,0.46,27,40.82,0.488137,41.5571,41.8815,42.0872,43.4387
100,0.46,28,41.16,0.652891,41.7221,42.3925,42.374,43.639
100,0.46,29,40.82,0.586188,41.6004,41.9331,42.0908,43.067
100,0.46,30,41.04,0.575581,41.6025,42.1438,42.3491,43.6685
100,0.46,31,41.34,0.57262,41.7755,42.4655,42.7909,43.6809
100,0.46,32,40.74,0.608571,41.4715,42.1575,41.891,43.2096
100,0.46,33,41.32,0.583219,41.6284,42.5156,42.5721,43.6036
100,0.46,34,40.68,0.584897,40.66,41.7502,42.0362,43.2649
100,0.46,35,41.2,0.596661,41.7919,42.1247,42.1477,43.6009
100,0.46,36,40.82,0.651341,42.0521,41.7949,42.152,43.2726
100,0.46,37,41.06,0.615506,41.9255,42.7606,42.2507,43.5665
100,0.46,38,41.3,0.57873,41.9032,42.3855,42.6894,43.6839
100,0.46,39,41,0.64259,41.8323,41.9328,42.2694,43.3869
100,0.46,40,41.32,0.613007,42.0341,42.5243,42.635,43.7771
100,0.46,41,41.08,0.586574,41.2515,41.9544,41.9959,43.47
100,0.46,42,41.46,0.567613,42.2882,42.8585,42.6897,43.8847
100,0.46,43,41.6,0.561232,42.3439,42.6273,42.8063,44.0484
100,0.46,44,41.22,0.650968,41.839,42.2524,42.3796,43.4681
100,0.46,45,41.12,0.694319,41.8265,42.1126,42.2239,43.5291
100,0.46,46,41.5,0.573664,42.0011,42.309,42.6017,43.8942
100,0.46,47,41.2,0.611006,41.7394,42.519,42.564,43.652
100,0.46,48,41.6,0.504224,42.5724,42.4919,42.7044,43.7834
100,0.46,49,41.18,0.607234,41.529,42.2647,42.5387,43.7419
100,0.47,0,41.24,0.628207,41.4065,42.5576,42.4765,43.6831
100,0.47,1,41.1,0.587183,41.7041,42.348,41.8924,43.4568
100,0.47,2,40.7,0.599788,41.2548,42.1405,41.9708,43.3176
100,0.47,3,41.24,0.643592,42.0085,42.3854,42.2754,43.748
100,0.47,4,41.02,0.611095,41.0052,41.615,42.282,43.2674
100,0.47,5,41.04,0.478689,41.3389,41.9075,42.453,43.4812
100,0.47,6,41.1,0.558661,41.9587,41.8814,42.3071,43.5244
100,0.47,7,41,0.650345,41.6025,42.2511,42.28,43.5758
100,0.47,8,41.52,0.563288,42.0015,42.7247,42.3694,43.9029
100,0.47,9,40.96,0.576772,41.7172,42.0157,42.1515,43.3516
100,0.47,10,41.56,0.582275,41.6872,42.7938,42.9066,43.9753
100,0.47,11,41.02,0.602393,41.7779,42.3035,42.2342,43.5786
100,0.47,12,41.12,0.635568,42.1233,42.3464,42.7596,43.6996
100,0.47,13,41.34,0.601023,42.1636,42.1895,42.9749,43.8654
100,0.47,14,41,0.576141,41.4956,41.8802,42.2382,43.3839
100,0.47,15,41.04,0.621964,41.4406,42.2553,42.324,43.5589
100,0.47,16,40.6,0.580426,40.9396,41.396,42.0636,43.1751
100,0.47,17,40.92,0.565746,41.6085,41.8419,42.1472,43.4526
100,0.47,18,41.12,0.561743,41.4116,41.622,42.2855,43.4605
100,0.47,19,41.04,0.610107,41.5453,42.0537,42.61,43.6095
100,0.47,20,40.94,0.582838,41.3086,41.8463,42.4854,43.5465
100,0.47,21,41.12,0.631654,41.6106,42.0874,42.7828,43.8364
100,0.47,22,41.08,0.584562,42.2035,42.3804,42.6056,43.484
100,0.47,23,41.02,0.628333,41.5666,41.72,42.0213,43.3519
100,0.47,24,41.18,0.62475,41.5722,42.3537,42.5402,43.5517
100,0.47,25,41.5,0.612628,41.8424,43.0262,42.5917,43.9772
100,0.47,26,41.46,0.557515,41.6134,42.4913,42.414,43.8334
100,0.47,27,40.96,0.597257,41.9763,41.5175,42.417,43.411
100,0.47,28,41.24,0.619931,41.9177,42.3803,42.484,43.6133
100,0.47,29,41.02,0.657089,41.6484,42.423,42.5555,43.5978
100,0.47,30,41.32,0.60624,41.8976,42.8235,42.6733,43.7089
100,0.47,31,40.92,0.613733,41.0784,41.9603,42.0698,43.4674
100,0.47,32,40.4,0.67235,41.1872,41.6999,41.9358,42.9985
100,0.47,33,41.06,0.521188,41.9847,42.1943,42.6776,43.5737
100,0.47,34,41.2,0.620916,42.0746,42.0595,42.3075,43.494
100,0.47,35,40.74,0.534668,41.2855,42.2948,42.0799,43.3821
100,0.47,36,41.06,0.641781,41.3341,42.5447,42.2607,43.7103
100,0.47,37,40.98,0.581792,41.3762,41.7538,42.1897,43.3078
100,0.47,38,40.96,0.621227,40.8336,42.1963,42.4856,43.4913
100,0.47,39,41.54,0.586604,42.5436,42.2061,42.6089,44.1349
100,0.47,40,40.9,0.556893,41.0237,41.4125,42.3787,43.1717
100,0.47,41,41.46,0.621922,41.9745,42.3099,42.7499,43.7295
100,0.47,42,41.14,0.57044,41.3686,42.2099,42.8007,43.6301
100,0.47,43,41.12,0.640728,41.4963,42.4197,43.0605,43.7693
100,0.47,44,40.9,0.57405,41.379,42.2563,42.1803,43.3672
100,0.47,45,41.26,0.643937,41.7037,42.0015,42.4999,43.6479
100,0.47,46,40.72,0.584427,40.7761,41.5608,41.9848,43.1577
100,0.47,47,41.04,0.663498,41.3988,41.699,42.4224,43.4844
100,0.47,48,41.08,0.638813,41.7656,41.8504,42.2566,43.4392
100,0.47,49,41.2,0.641396,41.6691,42.3619,42.0344,43.7696
100,0.48,0,41.06,0.605655,41.1811,41.5247,41.9046,43.3939
100,0.48,1,41.04,0.630123,41.1692,42.3062,42.3098,43.5411
100,0.48,2,41.02,0.59117,41.6498,41.7081,42.0526,43.4585
100,0.48,3,41.04,0.569307,41.8625,42.1923,42.0838,43.2763
100,0.48,4,41.7,0.57311,41.8993,42.9005,42.5902,44.0532
100,0.48,5,41.12,0.570061,41.9494,41.6537,42.3466,43.4889
100,0.48,6,40.74,0.592125,40.7656,41.7991,41.5119,43.2444
100,0.48,7,41.02,0.609425,41.1367,42.0411,42.1411,43.6827
100,0.48,8,41.22,0.624514,41.4876,42.2506,42.2043,43.8408
100,0.48,9,40.88,0.590129,41.1158,42.0355,42.0859,43.3578
100,0.48,10,40.8,0.530966,41.3037,42.2701,42.3052,43.551
100,0.48,11,41.44,0.582178,41.3808,41.9353,42.5323,43.7112
100,0.48,12,40.96,0.58085,41.3456,41.6891,42.1548,43.3827
100,0.48,13,41.4,0.621712,41.965,42.0928,42.4172,43.9283
100,0.48,14,41.58,0.555829,42.0068,42.3651,42.3672,43.8497
100,0.48,15,41.06,0.577808,41.5969,41.9889,42.2157,43.4591
100,0.48,16,40.84,0.596504,40.928,41.8139,41.8384,43.4608
100,0.48,17,41.36,0.592398,42.0762,42.3958,42.0834,43.6632
100,0.48,18,40.94,0.613239,41.8602,42.4823,42.4915,43.5219
100,0.48,19,41.08,0.574356,41.5368,41.566,42.3018,43.5759
100,0.48,20,41.4,0.600553,42.143,42.5176,42.654,43.7951
100,0.48,21,41.12,0.636234,41.6019,41.5353,42.4797,43.5462
100,0.48,22,41.52,0.572538,41.6208,42.6843,42.7193,43.8315
100,0.48,23,41.58,0.615868,42.0611,42.7648,43.1489,44.1337
100,0.48,24,41.32,0.621989,41.8911,42.8883,42.7067,43.7259
100,0.48,25,41.46,0.565084,41.7078,42.5003,42.152,43.7076
100,0.48,26,41.6,0.562453,42.0473,42.4887,42.6978,43.9394
100,0.48,27,41.16,0.624362,41.9512,41.5984,42.7056,43.7241
100,0.48,28,41.28,0.633287,41.4602,42.3282,42.7858,43.7875
100,0.48,29,40.88,0.567157,41.3816,41.5815,42.3097,43.32
100,0.48,30,41.04,0.667374,41.771,42.3974,42.753,43.8235
100,0.48,31,41.52,0.614487,42.5414,42.7927,42.6223,43.9006
100,0.48,32,41.24,0.63093,42.2519,42.2885,42.0537,43.6762
100,0.48,33,41.8,0.503615,42.4725,42.4658,42.8399,44.1451
100,0.48,34,41.22,0.616111,41.5893,42.3877,42.9668,43.6347
100,0.48,35,41.22,0.605543,42.0424,41.7921,42.5856,43.6175
100,0.48,36,41.12,0.656878,41.7471,42.2799,42.8938,43.7939
100,0.48,37,41.26,0.614347,42.243,42.7874,42.4326,43.67
100,0.48,38,41.9,0.56072,41.9444,42.6715,42.5767,44.1378
100,0.48,39,41.02,0.637524,41.3714,42.336,41.6666,43.4941
100,0.48,40,41.32,0.633507,42.3806,42.2543,42.5095,43.7891
100,0.48,41,40.98,0.627108,41.6705,41.8603,42.3922,43.4511
100,0.48,42,41.24,0.633815,41.1531,42.2561,42.5151,43.5835
100,0.48,43,40.8,0.68727,41.1963,42.04,41.9228,43.2494
100,0.48,44,41.7,0.585504,42.5552,43.139,43.0195,43.9643
100,0.48,45,41.32,0.641618,42.3437,41.9215,42.4304,43.8265
100,0.48,46,41.16,0.556707,41.0372,42.1984,42.516,43.7484
100,0.48,47,41.4,0.575227,41.8259,42.102,41.9406,43.7701
100,0.48,48,40.9,0.583144,41.4076,42.0272,42.5459,43.5433
100,0.48,49,41.46,0.61311,41.703,42.4661,43.1269,43.8318
100,0.49,0,41.3,0.554739,41.9383,42.4781,42.338,43.8118
100,0.49,1,41.4,0.585361,41.7334,42.9997,42.6406,43.839
100,0.49,2,41.48,0.644604,41.8659,42.2317,42.9082,43.9374
100,0.49,3,41.46,0.603464,41.5581,42.3038,42.8364,44.0011
100,0.49,4,41.72,0.546996,42.1793,42.7993,42.8124,44.0342
100,0.49,5,41.94,0.590881,42.1042,42.9697,42.9176,44.2977
100,0.49,6,41.04,0.622111,41.5771,42.5252,42.1367,43.6375
100,0.49,7,40.86,0.578905,40.6941,42.4824,42.1981,43.4323
100,0.49,8,40.86,0.584861,41.332,41.7585,42.1137,43.4959
100,0.49,9,40.86,0.562313,41.4135,42.0313,41.9255,43.2008
100,0.49,10,41.18,0.58988,41.5404,41.9506,42.377,43.6343
100,0.49,11,41.38,0.558299,41.5739,42.6188,42.6889,43.8172
100,0.49,12,40.84,0.540928,40.6517,41.7739,42.316,43.2358
100,0.49,13,41.58,0.555547,42.7403,42.3188,42.826,43.7514
100,0.49,14,41.02,0.581305,41.5111,42.5058,42.4763,43.5633
100,0.49,15,41.5,0.670438,41.8908,43.0148,42.7242,44.0094
100,0.49,16,41.92,0.511547,41.876,42.5099,43.3768,44.2935
100,0.49,17,40.86,0.528035,40.9743,41.6637,42.3339,43.3886
100,0.49,18,41.82,0.546041,42.0254,42.6032,43.1131,43.9738
100,0.49,19,41.08,0.627893,41.5744,41.9752,42.2883,43.6501
100,0.49,20,41,0.614782,41.2101,42.2697,42.425,43.6195
100,0.49,21,41.48,0.57031,42.2436,42.9831,42.3897,43.8573
100,0.49,22,41.54,0.58825,41.6334,42.6077,42.7457,44.0115
100,0.49,23,40.6,0.579676,40.9298,41.8487,41.8912,43.1597
100,0.49,24,41.34,0.590852,41.6315,42.0619,42.7503,43.5935
100,0.49,25,40.84,0.466501,41.1876,41.7376,42.2289,43.2495
100,0.49,26,41,0.555538,41.2912,41.5809,42.1188,43.1906
100,0.49,27,41.3,0.596034,41.8346,42.4168,42.1462,43.6887
100,0.49,28,41.1,0.692077,41.9409,42.5882,41.8871,43.7052
100,0.49,29,41.64,0.556725,42.1799,42.8128,42.9848,43.9977
100,0.49,30,41.62,0.551068,42.1092,43.035,42.9565,44.0436
100,0.49,31,41,0.570804,41.7237,41.8804,42.2659,43.3535
100,0.49,32,41.02,0.662235,41.5407,42.4755,42.5561,43.6409
100,0.49,33,40.98,0.606399,41.7829,41.9415,42.5159,43.4479
100,0.49,34,41.72,0.496055,41.701,43.0059,42.9817,43.9319
100,0.49,35,41.2,0.583732,41.6815,42.1265,42.3138,43.5708
100,0.49,36,41.08,0.612357,41.5209,41.9374,42.6213,43.5593
100,0.49,37,41.26,0.638373,41.9954,42.1618,42.5532,43.5954
100,0.49,38,40.68,0.53865,41.0945,41.4117,41.752,43.0684
100,0.49,39,40.96,0.600451,41.3613,41.8673,42.4807,43.5136
100,0.49,40,41.36,0.554224,41.6535,41.8491,42.5136,43.764
100,0.49,41,41.7,0.559438,41.9368,42.9067,42.9153,44.0482
100,0.49,42,40.64,0.54844,41.0148,41.5825,42.1528,43.2008
100,0.49,43,41.2,0.63882,41.7308,42.3793,42.5922,43.6709
100,0.49,44,41.24,0.630436,41.7828,42.2141,42.8271,43.8201
100,0.49,45,41.32,0.630383,41.4677,42.0571,42.653,43.6585
100,0.49,46,41.52,0.638803,42.0143,42.7759,42.6864,44.033
100,0.49,47,41.78,0.549327,42.4219,42.5738,43.176,44.1736
100,0.49,48,41.66,0.540994,41.75,42.4133,42.7936,44.0285
100,0.49,49,41.08,0.614722,41.9213,42.4474,42.2615,43.543
100,0.5,0,41.36,0.61947,41.3866,42.5769,42.393,43.8747
100,0.5,1,41.32,0.592996,42.4892,41.9578,42.7895,43.7343
100,0.5,2,42,0.646618,42.3469,42.4808,43.4649,44.3844
100,0.5,3,41.14,0.634381,41.4746,41.8552,42.2971,43.6954
100,0.5,4,40.98,0.555924,42.005,42.379,42.155,43.4762
100,0.5,5,41.22,0.627082,41.6437,42.2944,42.3529,43.776
100,0.5,6,41.66,0.53505,41.8595,42.0081,42.7914,43.8799
100,0.5,7,41.18,0.609688,42.0123,42.46,42.5529,43.8128
100,0.5,8,40.86,0.568663,41.3522,41.4803,42.6197,43.6337
100,0.5,9,40.88,0.519469,40.5471,41.8735,42.203,43.2326
100,0.5,10,41.2,0.652676,41.1812,42.019,42.6242,43.5289
100,0.5,11,41.86,0.487662,42.1062,42.9245,42.8268,44.1531
100,0.5,12,41.54,0.532907,41.845,42.7598,42.797,44.0235
100,0.5,13,40.98,0.63949,41.1853,41.8869,42.2782,43.5602
100,0.5,14,41.04,0.564215,41.5826,41.9323,41.9788,43.3753
100,0.5,15,40.8,0.6653,41.4372,41.7753,42.0612,43.307
100,0.5,16,41.8,0.605641,42.5115,43.0354,42.9526,44.2039
100,0.5,17,41.04,0.660291,41.8366,42.4145,42.2608,43.6012
100,0.5,18,41.08,0.613795,41.9345,42.0811,42.5487,43.5616
100,0.5,19,41.1,0.653443,41.7505,42.593,42.1884,43.5403
100,0.5,20,41.06,0.639886,41.719,42.227,42.1667,43.5605
100,0.5,21,41.12,0.54012,41.5305,42.2212,42.4383,43.724
100,0.5,22,41.48,0.519941,41.5476,42.7269,42.3103,43.7768
100,0.5,23,41.04,0.620511,41.4196,41.9721,42.0336,43.4403
100,0.5,24,41.06,0.621733,41.6487,42.5088,42.1647,43.6575
100,0.5,25,41,0.611129,41.4745,41.8691,42.376,43.4812
100,0.5,26,41.56,0.57282,41.5375,42.154,42.5805,43.9402
100,0.5,27,41.2,0.644539,41.6521,42.2893,42.4021,43.5608
100,0.5,28,41.12,0.605208,41.5294,42.347,42.1064,43.5959
100,0.5,29,41.2,0.599035,41.5368,42.297,42.4534,43.5993
100,0.5,30,41.1,0.60613,42.2007,41.983,42.9817,43.7579
100,0.5,31,41.38,0.587328,41.3143,42.4212,42.3979,43.6352
100,0.5,32,41.12,0.648818,41.8974,42.1981,42.1725,43.6992
100,0.5,33,40.88,0.64517,41.252,42.2948,42.2405,43.4598
100,0.5,34,41.4,0.596041,42.0613,41.8884,42.7477,43.6889
100,0.5,35,40.92,0.610115,41.7396,42.4327,42.3634,43.4412
100,0.5,36,41.16,0.637742,41.6531,41.9976,42.8128,43.6667
100,0.5,37,41.2,0.61193,41.5261,42.2916,42.7504,43.588
100,0.5,38,40.82,0.656252,41.1108,42.1085,42.4751,43.517
100,0.5,39,41.1,0.590714,41.3003,42.0366,42.0329,43.5183
100,0.5,40,40.92,0.692041,42.3262,42.1555,42.2473,43.4879
100,0.5,41,41.4,0.591026,42.1458,42.6645,42.8274,43.7721
100,0.5,42,41.04,0.633864,41.077,41.8964,42.0411,43.5338
100,0.5,43,41.18,0.592262,41.3333,42.1724,42.4624,43.5883
100,0.5,44,41.02,0.618215,41.5567,41.7446,42.3297,43.4394
100,0.5,45,41.34,0.581913,41.7662,42.2963,42.3877,43.904
100,0.5,46,40.72,0.599578,41.076,41.9844,42.2432,43.4139
100,0.5,47,41.88,0.471702,42.3785,42.7816,42.9273,44.201
100,0.5,48,41.1,0.7079,41.4414,41.9251,42.1728,43.7175
100,0.5,49,41.62,0.575204,41.8704,42.605,42.8597,44.0504
100,0.51,0,41.4,0.582391,42.135,42.9816,42.806,43.9587
100,0.51,1,41.1,0.589161,41.5282,42.1856,42.4298,43.6856
100,0.51,2,41.54,0.57802,42.1135,42.5012,42.5392,44.0587
100,0.51,3,40.68,0.587277,41.0082,41.7523,42.1584,43.2008
100,0.51,4,40.62,0.534686,40.465,41.6833,41.4968,43.0398
100,0.51,5,40.88,0.573439,41.3609,41.8966,42.0899,43.5546
100,0.51,6,41.3,0.579078,41.9475,41.9425,42.6128,43.9131
100,0.51,7,40.86,0.610488,41.1047,42.646,41.9383,43.5217
100,0.51,8,40.8,0.552594,41.1178,41.703,42.0726,43.3225
100,0.51,9,41.16,0.656039,42.0521,42.3764,42.7664,43.6674
100,0.51,10,41.1,0.56417,41.432,42.1558,42.7387,43.7045
100,0.51,11,41.64,0.60794,42.243,42.2709,42.5556,43.9249
100,0.51,12,41.18,0.628615,41.8019,42.4042,42.2794,43.851
100,0.51,13,41.14,0.575784,42.166,42.0928,42.5381,43.4691
100,0.51,14,41.1,0.578255,41.4635,42.0234,42.4753,43.4758
100,0.51,15,40.94,0.559161,41.5408,42.0575,42.6154,43.5291
100,0.51,16,41.02,0.647782,41.6569,41.9365,42.5562,43.5637
100,0.51,17,41.08,0.607775,41.8491,42.4283,41.9669,43.4746
100,0.51,18,41.9,0.563989,42.231,42.7891,43.3358,44.1411
100,0.51,19,41.14,0.603317,41.3844,41.7827,42.3214,43.6563
100,0.51,20,41.26,0.557961,41.8888,42.5829,42.1846,43.7479
100,0.51,21,41.32,0.63795,41.3651,42.2257,42.5037,43.6527
100,0.51,22,41.34,0.61549,41.6365,42.3486,42.6821,43.9605
100,0.51,23,40.98,0.557227,41.8964,42.5065,42.1796,43.407
100,0.51,24,41.5,0.615993,41.6118,42.3226,42.4073,43.9814
100,0.51,25,40.86,0.572868,41.8418,42.2365,42.4293,43.4345
100,0.51,26,41.1,0.572089,41.358,42.4368,42.1123,43.5672
100,0.51,27,41.08,0.644051,41.6246,42.3536,42.547,43.6309
100,0.51,28,40.88,0.540189,41.3756,42.3779,41.8789,43.2455
100,0.51,29,41.24,0.597202,41.1394,42.0761,42.4438,43.5186
100,0.51,30,41.56,0.57938,41.7553,42.8507,42.9204,43.9861
100,0.51,31,41.42,0.645883,42.1458,42.5276,42.9899,43.8537
100,0.51,32,41.36,0.59849,41.4872,42.0498,42.6639,43.72
