width,noise,instance_number, greedy_mean,greedy_stdev,pagerank_value,regret_value,global_greedy,optimal_value
100,0.17,15,41.4,0.613709,41.284,42.7272,42.6341,43.6956
100,0.17,16,41.34,0.572094,40.894,41.9263,42.7924,43.7066
100,0.17,17,41.86,0.530361,41.1757,42.6705,43.0228,43.9949
100,0.17,18,41.7,0.570805,41.3488,42.1992,42.8437,44.1545
100,0.17,19,41.32,0.597629,41.5739,42.6993,42.5486,43.7423
100,0.17,20,42.26,0.621057,41.8532,43.0558,43.3869,44.3205
100,0.17,21,41.7,0.508091,42.2118,42.6231,42.6342,43.9047
100,0.17,22,40.22,0.649785,39.7377,41.4096,42.0536,43.1208
100,0.17,23,41.02,0.623437,41.3183,42.4394,42.3177,43.6565
100,0.17,24,41.96,0.620828,42.5546,43.2661,43.0231,44.0264
100,0.17,25,41.34,0.618802,41.1326,42.6459,42.4662,43.9024
100,0.17,26,41.62,0.520612,41.325,42.7306,42.6852,44.0348
100,0.17,27,41.42,0.556298,41.1649,42.2536,42.5892,43.6558
100,0.17,28,41.36,0.59407,41.4033,42.6574,42.5546,43.9967
100,0.17,29,41.6,0.565465,41.6483,42.4338,42.6622,43.8082
100,0.17,30,41.54,0.528004,41.355,42.4848,42.532,43.7734
100,0.17,31,41.96,0.414224,42.2928,42.5956,42.8498,43.8233
100,0.17,32,41.52,0.530224,41.5216,42.6392,42.3924,43.8216
100,0.17,33,41.02,0.649015,40.5103,42.4853,42.7049,43.5534
100,0.17,34,42.68,0.456809,43.3698,43.3968,43.647,44.4133
100,0.17,35,41.12,0.608734,41.1297,41.75,42.142,43.4779
100,0.17,36,41.02,0.55574,41.4169,42.1076,41.8224,43.4484
100,0.17,37,41.82,0.458257,41.609,41.9233,42.7548,43.7423
100,0.17,38,41.04,0.550163,40.5008,42.1324,42.3333,43.6014
100,0.17,39,42,0.497738,42.0216,42.6581,43.0498,44.0409
100,0.17,40,41.08,0.643259,41.9982,42.1248,42.191,43.4677
100,0.17,41,41.58,0.568978,42.1135,42.5854,42.7107,43.7963
100,0.17,42,42.12,0.676376,42.8361,42.9554,43.3189,44.1704
100,0.17,43,41.7,0.49506,41.3968,42.4288,42.9358,43.9712
100,0.17,44,41.94,0.462868,41.8597,42.7257,43.0736,44.0683
100,0.17,45,41.12,0.62145,41.2178,42.1787,42.3544,43.6268
100,0.17,46,40.98,0.64716,40.6292,42.3919,42.2188,43.5438
100,0.17,47,41.66,0.513465,41.1344,42.5814,42.5196,43.8827
100,0.17,48,40.96,0.530983,40.5583,42.0181,41.935,43.6571
100,0.17,49,42.06,0.526764,42.444,43.0364,43.3199,44.066
100,0.18,0,41.96,0.577416,41.9225,43.0191,43.1891,44.1456
100,0.18,1,40.98,0.594725,41.263,42.2202,42.1655,43.3842
100,0.18,2,41.72,0.435278,41.7518,42.8439,42.9039,43.9237
100,0.18,3,41.88,0.500004,42.2584,42.8401,43.2315,43.9414
100,0.18,4,41.78,0.568864,42.1887,42.589,43.2497,44.1136
100,0.18,5,40.82,0.457315,41.2348,41.6357,42.0505,43.1925
100,0.18,6,41.9,0.44921,41.8438,42.8937,42.8125,43.9902
100,0.18,7,41.14,0.677077,41.5685,42.3291,42.3297,43.7483
100,0.18,8,41.72,0.508475,42.1659,42.8146,42.8339,43.9774
100,0.18,9,41.86,0.415881,41.4222,42.9405,42.6636,43.9027
100,0.18,10,41.9,0.522376,41.6912,42.8883,42.8895,44.0053
100,0.18,11,41.96,0.58589,42.5226,43.2024,43.2134,44.125
100,0.18,12,41.72,0.406666,41.4908,42.5969,42.421,43.6553
100,0.18,13,41.06,0.661579,41.5333,42.0871,42.3995,43.6424
100,0.18,14,40.36,0.613355,40.4609,41.537,41.6578,43.1671
100,0.18,15,40.96,0.486067,40.9412,42.0224,41.8307,43.2736
100,0.18,16,40.86,0.532871,40.8135,41.9095,42.1985,43.49
100,0.18,17,41.9,0.507626,42.7163,42.8724,43.0539,44.0166
100,0.18,18,41.44,0.560351,41.5128,42.5361,42.394,43.7156
100,0.18,19,40.78,0.491089,40.6507,41.7094,42.0952,43.242
100,0.18,20,41.44,0.572922,41.0625,42.8221,42.602,43.8311
100,0.18,21,40.94,0.540949,40.9606,41.987,42.0962,43.4292
100,0.18,22,41.38,0.561979,41.4283,42.4336,42.654,43.5805
100,0.18,23,41.58,0.455991,40.8503,42.4834,42.2482,43.6018
100,0.18,24,41.38,0.56735,41.4319,41.9638,42.68,43.6721
100,0.18,25,41.7,0.475103,40.9336,42.5937,42.688,43.8483
100,0.18,26,41.28,0.627858,41.216,42.372,42.3895,43.5488
100,0.18,27,41.9,0.471039,41.9711,43.0834,43.1188,43.9577
100,0.18,28,42.02,0.602551,42.1036,43.1578,43.1811,44.1005
100,0.18,29,41.62,0.564485,42.0375,42.7038,42.9108,43.9564
100,0.18,30,41.02,0.584856,40.9,41.9315,42.0444,43.5305
100,0.18,31,42,0.575517,41.8786,42.8297,42.9747,43.869
100,0.18,32,41.92,0.535583,42.0858,43.2179,43.1408,44.2211
100,0.18,33,41.98,0.546957,41.3515,42.6719,43.2743,44.2565
100,0.18,34,41.82,0.455715,41.2604,42.3896,42.8942,43.9071
100,0.18,35,41.6,0.506055,41.3706,42.7502,42.4955,43.7195
100,0.18,36,41.14,0.633344,41.1448,42.3159,42.4363,43.5226
100,0.18,37,40.5,0.546356,40.8115,41.4496,41.8143,42.9814
100,0.18,38,41.54,0.541123,42.2729,42.4783,43.0719,43.6868
100,0.18,39,41.12,0.560247,41.0479,42.1677,42.2732,43.4033
100,0.18,40,41.74,0.530298,41.8957,42.8062,42.7153,43.7652
100,0.18,41,42.06,0.611543,42.1791,43.0923,43.2666,44.1616
100,0.18,42,42.04,0.621778,41.6391,43.1036,43.4579,44.2358
100,0.18,43,41.08,0.574534,41.3092,42.3013,42.1119,43.8036
100,0.18,44,41.84,0.496071,41.9105,42.7803,43.2165,43.9934
100,0.18,45,40.8,0.504985,40.8482,41.6734,41.9215,43.2373
100,0.18,46,41.78,0.475024,41.8617,42.4908,42.9444,43.7565
100,0.18,47,41,0.549505,41.4524,42.1299,41.9961,43.0795
100,0.18,48,41.56,0.533564,41.6493,42.4123,43.0484,43.8181
100,0.18,49,42.3,0.576191,43.1352,42.9484,43.2787,44.2844
100,0.19,0,41.88,0.419985,42.373,42.7178,42.9822,43.8913
100,0.19,1,40.46,0.539009,40.5545,41.3474,41.5837,43.0816
100,0.19,2,42.04,0.595214,42.1683,42.9742,43.2436,44.1777
100,0.19,3,41.1,0.601872,41.4543,42.2201,42.4628,43.5788
100,0.19,4,42.04,0.583418,42.1899,43.3454,43.0109,44.152
100,0.19,5,41.52,0.521509,40.8418,42.6619,42.9898,43.7343
100,0.19,6,41.26,0.606443,40.5246,42.4137,42.6175,43.6016
100,0.19,7,41.92,0.497103,41.6094,42.8088,43.1187,43.9911
100,0.19,8,41.92,0.476482,42.0998,42.9443,42.8472,43.9935
100,0.19,9,41.78,0.484239,41.1346,42.6452,43.134,43.983
100,0.19,10,40.88,0.461257,40.7928,41.8201,42.1937,43.2527
100,0.19,11,41.84,0.433833,41.3042,43.0023,42.8717,43.9894
100,0.19,12,42.12,0.6807,42.5314,43.1845,43.3582,44.2587
100,0.19,13,42.32,0.581733,42.1173,43.2971,43.395,44.3892
100,0.19,14,41.48,0.517176,41.4955,42.1072,42.9428,43.6969
100,0.19,15,42.04,0.501145,41.575,42.8289,43.177,44.0675
100,0.19,16,41.92,0.569802,41.3082,42.6698,43.0031,43.955
100,0.19,17,41,0.654624,40.6938,42.1549,42.3535,43.5438
100,0.19,18,41.1,0.624089,41.0508,41.545,42.1385,43.2982
100,0.19,19,40.04,0.518968,39.2618,41.2342,41.1379,42.6936
100,0.19,20,41.98,0.491427,41.2366,42.7637,42.974,44.0755
100,0.19,21,41.5,0.548235,41.9646,42.9796,42.8337,43.7991
100,0.19,22,41.52,0.524973,41.2104,42.5479,43.1069,43.8458
100,0.19,23,41.06,0.657111,41.0142,42.6966,42.3437,43.6228
100,0.19,24,41.74,0.474039,41.9133,42.5798,42.7973,43.9153
100,0.19,25,41.18,0.65662,41.4223,42.7773,42.4162,43.5731
100,0.19,26,41.02,0.635572,41.2866,42.2612,42.2549,43.469
100,0.19,27,41.7,0.545469,41.4399,42.577,42.6531,43.9421
100,0.19,28,41.88,0.476645,41.7598,42.3898,42.7376,43.9419
100,0.19,29,41.48,0.568825,41.449,42.4173,42.741,43.7734
100,0.19,30,41.82,0.577948,42.0126,43.1764,43.272,44.1087
100,0.19,31,40.96,0.556112,40.8392,41.7157,42.4394,43.3168
100,0.19,32,41.92,0.408348,41.2672,42.8242,43.4267,44.037
100,0.19,33,40.96,0.452105,40.926,42.0006,42.0182,43.327
100,0.19,34,41.72,0.489613,42.3814,42.6093,42.696,43.7349
100,0.19,35,41.7,0.513665,42.2818,42.3593,42.8564,43.8656
100,0.19,36,41.48,0.530717,41.808,42.1165,43.1288,43.8601
100,0.19,37,41.92,0.534932,42.4314,42.8626,43.0115,44.0636
100,0.19,38,40.98,0.467788,41.44,41.442,41.9773,43.3585
100,0.19,39,41.62,0.511254,41.6922,42.6604,42.8827,43.9194
100,0.19,40,41.5,0.540214,41.7076,42.3119,42.6228,43.7323
100,0.19,41,41.94,0.433342,42.2164,42.9102,43.4594,43.9492
100,0.19,42,41.8,0.452317,42.7476,43.0483,42.6385,43.9336
100,0.19,43,41.78,0.480033,41.1924,43.0192,42.8465,43.7391
100,0.19,44,41.4,0.595246,41.6807,42.3005,42.5647,43.5421
100,0.19,45,41.76,0.395194,42.1562,42.7849,42.8417,43.8171
100,0.19,46,42.06,0.602551,42.3867,43.1065,43.2673,44.1771
100,0.19,47,41.44,0.583496,42.1685,42.512,42.9042,43.8589
100,0.19,48,41.2,0.625804,41.164,42.3155,42.6343,43.6737
100,0.19,49,40.58,0.541465,40.6307,41.6819,41.435,43.1569
100,0.2,0,41.3,0.600241,41.4106,42.4363,42.3241,43.8045
100,0.2,1,41.92,0.47082,42.1355,43.035,43.001,43.9776
100,0.2,2,41.16,0.627944,41.3984,42.4488,42.4986,43.4443
100,0.2,3,40.8,0.51829,41.5219,41.9722,42.3293,43.2477
100,0.2,4,41.3,0.640023,41.9505,42.2873,42.8516,43.5692
100,0.2,5,40.78,0.514632,40.9774,41.6152,42.2883,43.1961
100,0.2,6,40.58,0.525591,40.6735,41.3495,41.8735,43.1052
100,0.2,7,40.78,0.557737,40.5659,41.9595,42.2808,43.3543
100,0.2,8,41.2,0.675191,41.5037,42.0744,42.4017,43.6634
100,0.2,9,41.96,0.47277,41.6592,42.6424,42.8965,44.069
100,0.2,10,41.16,0.622343,41.4785,42.543,42.5282,43.8103
100,0.2,11,42.04,0.525345,42.474,42.9071,43.1598,44.0804
100,0.2,12,41.1,0.616439,41.5514,42.0188,42.3721,43.5741
100,0.2,13,41.86,0.47165,42.0237,42.6581,43.2309,43.8627
100,0.2,14,42.24,0.61203,42.7332,43.4486,43.586,44.3476
100,0.2,15,41.12,0.613961,41.804,42.4519,42.6834,43.669
100,0.2,16,41.72,0.476463,41.2266,42.3903,42.828,43.7075
100,0.2,17,41.58,0.534168,41.3588,42.5507,42.9959,44.0918
100,0.2,18,41.64,0.492448,41.3003,42.7008,42.9529,43.7953
100,0.2,19,41.48,0.574892,41.5426,42.5785,42.3338,43.6594
100,0.2,20,42.06,0.575589,42.2528,42.7945,43.7114,44.1413
100,0.2,21,41.32,0.597673,40.828,42.3383,42.5881,43.4857
100,0.2,22,41.18,0.658456,42.2055,42.2276,42.0307,43.5524
100,0.2,23,41.64,0.538558,41.8262,42.6269,42.972,44.061
100,0.2,24,41.62,0.520376,42.0528,42.8277,42.8919,43.8235
100,0.2,25,41.62,0.544684,41.3868,42.5676,42.9858,43.7617
100,0.2,26,41.14,0.600902,40.8399,42.1577,42.5614,43.8513
100,0.2,27,41,0.441419,40.0975,41.6821,41.6004,43.2551
100,0.2,28,41.26,0.641524,41.6606,42.022,42.4668,43.4583
100,0.2,29,41.68,0.494765,42.2554,42.9206,42.7245,43.9342
100,0.2,30,41.42,0.614302,41.3429,42.5024,42.7088,43.7279
100,0.2,31,41.06,0.636305,41.4512,42.1126,41.935,43.4498
100,0.2,32,42.1,0.621908,41.8591,43.0898,43.462,44.2861
100,0.2,33,41.22,0.645778,41.7217,42.5104,42.6667,43.6452
100,0.2,34,41.46,0.557847,41.7517,42.4517,42.7628,43.6484
100,0.2,35,41.5,0.593864,40.7276,42.0422,42.497,43.7142
100,0.2,36,41.68,0.510826,41.9637,42.6836,43.0399,43.8797
100,0.2,37,42.06,0.590824,42.6628,43.2656,43.1439,44.1385
100,0.2,38,40.94,0.50258,40.9389,42.1884,41.9354,43.4736
100,0.2,39,42.02,0.590858,41.7753,42.8717,43.1231,44.1298
100,0.2,40,41.12,0.593307,41.3784,42.1987,42.1343,43.6077
100,0.2,41,41.62,0.532007,40.923,42.5156,42.7332,43.7704
100,0.2,42,41.98,0.525365,41.64,42.8165,43.1139,44.0654
100,0.2,43,40.62,0.615646,41.4523,42.1704,41.945,43.3559
100,0.2,44,40.7,0.502351,40.8668,41.6196,41.6724,43.0132
100,0.2,45,41.3,0.650411,42.0725,42.231,42.4901,43.6185
100,0.2,46,41,0.550474,40.5027,41.9328,42.3308,43.4199
100,0.2,47,41.06,0.658821,41.6542,42.0538,42.3862,43.5681
100,0.2,48,41.3,0.58027,42.1116,42.5618,42.0789,43.544
100,0.2,49,41.42,0.579791,41.1368,42.3183,42.5107,43.6241
100,0.21,0,40.88,0.570137,41.0656,41.9719,42.4051,43.4066
100,0.21,1,41.22,0.667645,41.1251,41.9666,42.5495,43.6037
100,0.21,2,41.92,0.58086,41.5005,42.8301,42.4911,43.9403
100,0.21,3,41.56,0.530664,41.7594,42.7662,42.7867,43.6054
100,0.21,4,40.74,0.460145,41.0939,41.4176,42.245,43.0492
100,0.21,5,41.8,0.479232,41.9345,42.6915,43.0689,43.7977
100,0.21,6,41.52,0.54142,41.8156,42.3894,42.804,43.841
100,0.21,7,42.02,0.641557,42.2026,43.3533,43.3952,44.0727
100,0.21,8,42,0.660739,42.6298,43.1542,43.3083,44.2931
100,0.21,9,41.98,0.577725,42.2234,42.7827,43.4582,44.0088
100,0.21,10,41.42,0.578349,41.3366,42.7009,42.5415,43.8163
100,0.21,11,41.58,0.611406,41.2702,42.6363,42.4576,43.8004
100,0.21,12,42,0.499956,42.4279,42.9584,43.2911,44.0986
100,0.21,13,41.38,0.59649,41.4782,42.3144,42.6137,43.6311
100,0.21,14,41.74,0.466113,42.1263,42.7076,42.7383,43.775
100,0.21,15,41.04,0.633468,40.9561,41.8642,42.1965,43.312
100,0.21,16,40.8,0.504308,40.434,41.7983,42.2005,43.3686
100,0.21,17,41.06,0.612651,41.3022,42.2936,42.523,43.484
100,0.21,18,41,0.583708,40.9405,41.7939,42.0804,43.3576
100,0.21,19,41.44,0.602049,41.5224,42.7925,42.8391,43.8186
100,0.21,20,41.6,0.506533,41.9604,42.511,42.8078,43.7284
100,0.21,21,40.92,0.497912,41.1323,41.6255,42.0705,43.2435
100,0.21,22,40.38,0.595695,41.3278,41.316,41.6543,42.9735
100,0.21,23,41.9,0.467764,41.9062,42.8739,43.0631,43.9515
100,0.21,24,41.84,0.521766,41.9894,42.4389,42.8637,43.8372
100,0.21,25,41.82,0.476142,41.6735,42.739,42.9362,43.8285
100,0.21,26,41.68,0.501217,40.961,42.9843,42.9018,43.7029
100,0.21,27,41.9,0.570936,42.0837,42.9478,43.2581,44.1422
100,0.21,28,41.16,0.554174,40.8763,41.9104,42.4502,43.4869
100,0.21,29,41.76,0.522253,41.5758,42.6879,43.218,43.8191
100,0.21,30,41.08,0.605127,41.4636,41.8281,42.4589,43.5039
100,0.21,31,40.68,0.478161,41.4387,41.6826,41.9919,43.1659
100,0.21,32,41.4,0.612897,41.6299,42.7463,42.6007,43.7167
100,0.21,33,41.22,0.585607,41.22,42.6563,42.9806,43.5678
100,0.21,34,41.48,0.581112,40.9391,42.9125,42.5943,43.6887
100,0.21,35,41.86,0.442578,42.3363,42.6479,43.1624,43.8332
100,0.21,36,41.86,0.420785,41.7593,42.7946,43.0021,43.8601
100,0.21,37,40.48,0.561328,40.6039,42.046,41.9944,43.2801
100,0.21,38,42.02,0.554532,41.9257,42.9888,42.9196,44.135
100,0.21,39,41.06,0.591359,41.3327,42.0358,42.3166,43.4157
100,0.21,40,41.16,0.659667,41.3665,42.3308,42.7442,43.5211
100,0.21,41,42.02,0.590242,41.7464,42.9318,42.8969,44.1484
100,0.21,42,41.44,0.609637,41.0594,42.7973,42.7224,43.9348
100,0.21,43,41.2,0.641257,41.7517,42.3783,42.818,43.6161
100,0.21,44,41.02,0.618512,41.0691,42.2343,42.0668,43.3675
100,0.21,45,42.04,0.594469,41.94,42.9538,43.2812,44.0988
100,0.21,46,41.58,0.51571,41.8084,42.5611,43.0364,43.9005
100,0.21,47,41.22,0.63522,41.5699,42.0811,42.5931,43.6837
100,0.21,48,41.84,0.449708,42.6438,42.568,42.7069,43.8869
100,0.21,49,40.88,0.438936,41.4874,41.8277,41.9308,43.3006
100,0.22,0,41.94,0.373313,41.7475,42.8973,42.9959,43.8285
100,0.22,1,40.96,0.587827,41.1486,41.9686,42.4405,43.4082
100,0.22,2,41,0.620481,41.7624,42.4215,42.108,43.3771
100,0.22,3,41.46,0.580259,41.5111,42.6297,42.6317,43.6136
100,0.22,4,40.66,0.570347,41.1529,41.5086,42.2837,43.2346
100,0.22,5,41.1,0.622739,41.5413,42.1819,41.9627,43.3879
100,0.22,6,41.68,0.489088,42.0686,42.5037,42.6475,43.7686
100,0.22,7,40.34,0.595937,41.0131,41.6744,41.643,42.9074
100,0.22,8,39.72,0.512814,39.5645,40.7888,41.4669,42.4685
100,0.22,9,41.46,0.552808,41.6582,42.8396,42.5369,43.7534
100,0.22,10,40.9,0.503129,40.8759,41.7715,41.8996,43.1121
100,0.22,11,41.54,0.576646,41.7458,42.4697,42.5,43.8165
100,0.22,12,41.48,0.589016,42.4301,42.7272,42.9058,43.9324
100,0.22,13,40.98,0.444313,40.8797,42.1321,42.2026,43.298
100,0.22,14,40.48,0.601267,40.3759,41.8273,41.8668,43.1627
100,0.22,15,41.02,0.607733,41.1024,42.0247,42.2763,43.5445
100,0.22,16,42.24,0.656163,42.1138,43.8055,43.8564,44.3884
100,0.22,17,41.14,0.593528,41.3619,42.4758,42.3158,43.3862
100,0.22,18,40.58,0.530868,40.8933,41.6153,41.7389,43.021
100,0.22,19,41.68,0.471712,41.7427,42.6037,42.6098,43.881
100,0.22,20,41.52,0.579809,41.4758,42.4965,42.898,43.8587
100,0.22,21,41.56,0.52361,41.1841,42.7149,42.9296,43.709
100,0.22,22,41,0.631766,40.988,42.0153,42.3513,43.4398
100,0.22,23,41.82,0.475023,41.8339,42.7153,43.1553,43.959
100,0.22,24,41.44,0.551989,41.2335,42.687,42.5841,43.6418
100,0.22,25,41.18,0.636551,41.6056,42.0917,42.2671,43.5267
100,0.22,26,41.52,0.559519,40.9205,42.5383,42.8237,43.9017
100,0.22,27,41.68,0.512886,41.5084,42.4156,42.5304,43.7188
100,0.22,28,40.76,0.518504,41.403,41.8639,41.6173,43.1035
100,0.22,29,40.86,0.457143,41.3149,41.3978,41.9025,43.262
100,0.22,30,41.2,0.661439,41.7139,42.3964,42.4425,43.7009
100,0.22,31,41.72,0.5921,42.0552,42.4651,42.8073,43.8595
100,0.22,32,41.34,0.614653,41.3911,42.5299,42.4637,43.5764
100,0.22,33,41.8,0.495235,41.8426,42.6636,43.0243,43.6369
100,0.22,34,41.48,0.557147,41.3919,42.3505,42.8671,43.7984
100,0.22,35,41.16,0.670999,41.413,42.4037,42.5339,43.5422
100,0.22,36,41.06,0.578475,40.7139,42.1301,42.0182,43.4321
100,0.22,37,41.78,0.442262,41.5676,42.7522,42.6583,43.9062
100,0.22,38,41.2,0.60022,41.3736,41.9942,42.5593,43.7063
100,0.22,39,41.04,0.554009,41.0892,41.8935,42.4111,43.5178
100,0.22,40,41.94,0.516128,42.3087,43.1163,42.864,43.8258
100,0.22,41,41.5,0.548975,41.6266,42.7836,42.8333,43.7369
100,0.22,42,41.16,0.60855,41.389,42.3702,42.5464,43.4906
100,0.22,43,41.24,0.601694,41.3772,42.2307,42.6978,43.5244
100,0.22,44,41.06,0.704379,41.0342,42.3093,42.2636,43.4186
100,0.22,45,41.74,0.448916,41.6371,42.4748,42.8877,43.7311
100,0.22,46,41.92,0.537303,42.3751,42.7219,42.9308,44.0016
100,0.22,47,40.96,0.499522,41.4461,41.6753,42.2606,43.3862
100,0.22,48,41.32,0.584217,41.2752,42.1929,42.572,43.5236
100,0.22,49,41.74,0.528342,41.828,42.679,42.8362,43.9895
100,0.23,0,40.82,0.466011,40.3345,41.831,42.0783,43.3059
100,0.23,1,42.06,0.637308,42.2333,42.9886,43.2206,44.1456
100,0.23,2,40.74,0.528077,41.4928,41.8703,42.1664,43.2446
100,0.23,3,41,0.512318,40.864,41.8746,42.2246,43.2694
100,0.23,4,41.1,0.62811,41.3529,42.5536,42.27,43.6369
100,0.23,5,40.98,0.557794,41.4086,41.8332,42.4024,43.374
100,0.23,6,41.02,0.554758,41.6116,42.3831,42.1447,43.478
100,0.23,7,42,0.402298,41.8703,43.0678,42.9837,43.9079
100,0.23,8,41.3,0.605109,41.9726,42.6637,42.9826,43.5517
100,0.23,9,41.38,0.598197,41.0421,42.3682,42.516,43.5654
100,0.23,10,41.36,0.560038,41.9576,42.2993,42.4954,43.5445
100,0.23,11,42.02,0.552165,42.1708,43.0077,43.2274,44.0148
100,0.23,12,41.26,0.641316,41.2349,42.4958,43.0306,43.6696
100,0.23,13,41.4,0.5858,41.5973,42.5841,42.748,43.5714
100,0.23,14,41.44,0.562635,42.052,42.6754,42.8151,43.5856
100,0.23,15,41.52,0.54258,42.085,42.8727,42.824,43.6442
100,0.23,16,41.34,0.620487,40.9611,42.3425,42.4757,43.6399
100,0.23,17,40.56,0.525173,40.5928,41.4472,41.7513,43.1809
100,0.23,18,41.94,0.522169,42.2668,42.714,43.2963,44.0143
100,0.23,19,40.92,0.490444,41.3927,41.7445,41.7651,43.2406
100,0.23,20,40.26,0.639716,40.4169,40.7662,41.8574,42.8997
100,0.23,21,40.88,0.415135,41.12,42.0129,41.6773,43.1361
100,0.23,22,39.96,0.544429,40.4107,41.3465,41.4938,42.774
100,0.23,23,40.96,0.520617,40.8571,42.0823,42.3163,43.1286
100,0.23,24,41.8,0.558766,42.2136,42.9174,43.0913,43.881
100,0.23,25,40.38,0.629479,41.5356,41.9451,42.039,43.1797
100,0.23,26,40.42,0.596782,40.4591,41.3895,41.7063,43.2381
100,0.23,27,41.86,0.482332,42.1958,42.9531,42.9613,43.9785
100,0.23,28,41.58,0.531632,41.4984,42.1589,42.6167,43.6303
100,0.23,29,41.34,0.623223,41.8657,42.1948,42.8724,43.6677
100,0.23,30,41.64,0.527557,41.6088,42.7941,42.8301,43.7214
100,0.23,31,41.78,0.470568,41.5573,42.6446,42.6508,43.8388
100,0.23,32,41.26,0.635021,41.2737,42.6707,42.601,43.4414
100,0.23,33,41.32,0.619817,41.544,42.7188,42.6954,43.5027
100,0.23,34,41.04,0.572519,40.9871,42.3805,41.8735,43.4219
100,0.23,35,41.96,0.495917,42.5712,43.0558,43.2874,43.9615
100,0.23,36,41.66,0.46889,41.4772,42.9135,42.8409,43.6357
100,0.23,37,41.54,0.563183,41.8885,43.0938,42.908,43.9998
100,0.23,38,40.96,0.490145,40.8912,42.2478,42.3538,43.5123
100,0.23,39,41.02,0.496066,41.5193,41.679,41.876,43.2933
100,0.23,40,40.1,0.62008,39.8895,41.1649,41.2082,42.8034
100,0.23,41,41.72,0.543626,42.3981,42.6307,42.9603,43.9177
100,0.23,42,40.36,0.584295,40.6889,41.9581,41.71,43.0402
100,0.23,43,40.96,0.497974,40.4155,41.9264,41.9015,43.2628
100,0.23,44,41.3,0.602373,41.3494,42.1672,42.6467,43.5744
100,0.23,45,41.06,0.631673,41.3278,41.8356,42.2364,43.5114
100,0.23,46,40.96,0.495405,40.9102,41.852,42.1218,43.3433
100,0.23,47,41.88,0.488159,41.7277,42.9297,42.6792,43.8062
100,0.23,48,42.02,0.535433,42.554,43.3317,43.1995,44.095
100,0.23,49,41.1,0.609216,42.3276,42.2967,42.5324,43.7404
100,0.24,0,40.92,0.559647,40.5636,42.1561,41.908,43.269
100,0.24,1,40.7,0.540647,41.2011,41.2811,41.7427,43.0622
100,0.24,2,41.08,0.514069,41.5334,42.1134,42.499,43.2037
100,0.24,3,41.32,0.587702,41.3585,42.0875,42.4897,43.5914
100,0.24,4,40.98,0.497048,40.8837,41.9039,42.2849,43.3328
100,0.24,5,41.56,0.567256,41.6761,42.5768,42.4042,43.8065
100,0.24,6,41.84,0.476148,42.3128,42.8551,42.8381,43.9846
100,0.24,7,41.78,0.49619,42.1587,42.5568,42.7699,43.8581
100,0.24,8,40.96,0.573701,40.7501,41.9602,42.3696,43.3393
100,0.24,9,41.22,0.568455,41.7012,42.0855,42.3046,43.4199
100,0.24,10,41.26,0.639298,41.6909,42.9776,42.907,43.7173
100,0.24,11,41.24,0.646201,41.7185,42.1543,42.4808,43.5766
100,0.24,12,41.6,0.579208,41.5003,42.5951,42.56,43.8175
100,0.24,13,41.02,0.598648,41.0087,41.8316,42.034,43.4388
100,0.24,14,40.84,0.589158,41.1028,42.0023,42.1471,43.3964
100,0.24,15,41.64,0.521919,41.4275,42.7308,42.9554,43.6551
100,0.24,16,41.4,0.538123,41.8094,42.4977,42.5775,43.7139
100,0.24,17,40.74,0.423015,41.7126,41.9497,41.6815,43.3083
100,0.24,18,40.94,0.552754,40.6833,41.9448,42.1666,43.231
100,0.24,19,41.8,0.446117,42.0706,42.8381,42.6724,43.8395
100,0.24,20,41.92,0.510529,41.7838,42.8273,42.7701,43.8504
100,0.24,21,41.28,0.63753,41.8708,42.4694,42.8209,43.6258
100,0.24,22,41.98,0.522644,42.6916,42.7976,42.8323,44.1676
100,0.24,23,41.52,0.501671,41.5474,42.5979,42.7097,43.562
100,0.24,24,41.32,0.592523,42.0353,42.6106,42.6536,43.6319
100,0.24,25,41.44,0.644366,41.7289,42.228,42.7464,43.6595
100,0.24,26,40.66,0.511343,40.1638,41.8268,42.3026,43.0584
100,0.24,27,41.14,0.682806,42.0121,42.3345,42.6273,43.5679
100,0.24,28,41.42,0.555407,41.5671,42.4303,42.7012,43.5409
100,0.24,29,41.66,0.529038,41.4429,42.0545,42.7311,43.6019
100,0.24,30,40.54,0.58732,40.7998,41.8612,41.9755,43.0875
100,0.24,31,41.26,0.668021,41.9788,42.162,42.8515,43.7667
100,0.24,32,41.48,0.591666,41.8913,42.1885,42.3797,43.6472
100,0.24,33,41.18,0.536584,41.8063,42.436,42.4195,43.5973
100,0.24,34,41.14,0.681019,41.5626,42.6864,42.5924,43.5646
100,0.24,35,41.26,0.614078,41.7109,42.4247,42.2624,43.599
100,0.24,36,41.6,0.533449,41.4593,42.8154,42.9489,43.697
100,0.24,37,41.64,0.521209,42.0025,42.7353,42.7661,43.784
100,0.24,38,41.12,0.57815,41.1999,41.9152,42.3476,43.4269
100,0.24,39,41.08,0.621826,41.5753,42.2819,42.6112,43.565
100,0.24,40,41.62,0.544382,41.9021,42.4249,43.0533,43.6034
100,0.24,41,40.96,0.548951,41.7626,42.1019,42.4111,43.5882
100,0.24,42,41.78,0.502827,41.0905,43.205,43.3555,43.9945
100,0.24,43,41.64,0.505103,41.7235,42.5343,42.5452,43.8364
100,0.24,44,41.42,0.554778,41.9121,42.3642,42.8048,43.4838
100,0.24,45,41.1,0.544171,40.9449,42.0116,42.465,43.6742
