width,noise,instance_number,greedy_mean,greedy_stdev,pagerank_value,regret_value,optimal_value
100,0.8,39,42.7,0.642712,43.2908,44.2766,46.3603
100,0.8,40,43.48,0.716895,44.0793,44.6628,46.9284
100,0.8,41,43.19,0.707134,43.132,44.9335,46.5845
100,0.8,42,42.42,0.667225,42.4793,44.1828,46.0651
100,0.8,43,43.53,0.65854,43.9438,45.3182,46.8401
100,0.8,44,43.49,0.63802,44.2779,45.0473,46.819
100,0.8,45,42.19,0.677068,43.2689,42.63,45.7468
100,0.8,46,43.12,0.645903,43.4873,44.1944,46.4874
100,0.8,47,43.09,0.684086,43.0198,44.4931,46.4623
100,0.8,48,42.95,0.669453,43.0126,44.5688,46.3333
100,0.8,49,42.75,0.69384,43.5357,43.5396,46.2812
100,0.9,0,44.62,0.694143,44.7252,45.6612,47.4432
100,0.9,1,43.94,0.608315,44.3535,45.0588,46.8775
100,0.9,2,44.33,0.643015,45.8496,45.4556,47.2287
100,0.9,3,43.96,0.75234,45.1219,45.5243,47.1147
100,0.9,4,44.04,0.699195,45.0338,45.3206,46.9636
100,0.9,5,43.99,0.676945,44.2988,45.171,47.1761
100,0.9,6,44.03,0.673471,44.305,45.6935,47.1601
100,0.9,7,44.15,0.654383,44.4757,46.183,47.1831
100,0.9,8,44.12,0.725413,45.044,45.1146,47.1518
100,0.9,9,44.62,0.621129,45.4699,45.3823,47.2546
100,0.9,10,43.98,0.740132,44.5999,45.1787,47.0373
100,0.9,11,43.86,0.732667,44.2831,45.5878,46.8848
100,0.9,12,44.08,0.681128,45.2095,43.9021,47.0333
100,0.9,13,43.99,0.687882,44.6824,45.334,46.9179
100,0.9,14,44.38,0.751422,44.3034,45.2611,47.302
100,0.9,15,44,0.688608,44.5492,44.5702,46.8631
100,0.9,16,44.41,0.714791,45.0956,45.5353,47.4578
100,0.9,17,44.21,0.652524,44.3261,45.4894,47.0329
100,0.9,18,44.3,0.772227,45.6754,45.6296,47.4237
100,0.9,19,44.54,0.722575,45.3374,46.2252,47.6759
100,0.9,20,44.49,0.65238,45.0626,44.4029,47.3245
100,0.9,21,43.81,0.698722,44.3283,44.8633,46.8417
100,0.9,22,44.05,0.62102,44.6998,45.4296,46.9828
100,0.9,23,44.13,0.658692,45.3596,44.8665,46.9883
100,0.9,24,44.79,0.668427,45.3196,45.9365,47.7135
100,0.9,25,43.94,0.684667,45.028,45.5519,46.9142
100,0.9,26,44.09,0.66013,45.2644,45.3601,47.1083
100,0.9,27,44.06,0.684088,45.256,45.0625,46.9527
100,0.9,28,44.26,0.715856,45.0126,45.0664,47.3054
100,0.9,29,44.05,0.706332,44.8096,45.4055,47.0483
100,0.9,30,43.9,0.724474,45.2544,44.8298,46.8114
100,0.9,31,44.06,0.673162,45.2178,45.2235,47.351
100,0.9,32,43.97,0.682085,43.6068,44.6944,47.0717
100,0.9,33,43.68,0.742937,43.8249,45.5625,47.0679
100,0.9,34,44.1,0.715012,44.0351,44.9444,47.0553
100,0.9,35,44.58,0.682445,45.0832,45.4119,47.6863
100,0.9,36,44.53,0.708224,45.0468,45.4852,47.6962
100,0.9,37,43.71,0.739614,44.5788,45.0179,46.7041
100,0.9,38,44.13,0.666773,44.1312,44.7415,47.0758
100,0.9,39,44.46,0.717131,44.7206,45.5913,47.2643
100,0.9,40,43.88,0.675893,44.5906,46.0225,46.8909
100,0.9,41,43.83,0.70841,44.6949,44.0178,47.021
100,0.9,42,44.53,0.670771,44.6224,44.4581,47.3712
100,0.9,43,44.08,0.732719,44.8506,45.056,47.081
100,0.9,44,44.51,0.681927,45.1774,45.5935,47.4665
100,0.9,45,44.12,0.615234,44.0819,45.6884,47.1488
100,0.9,46,44.26,0.707499,44.948,45.3677,47.1748
100,0.9,47,44.09,0.735069,44.3948,45.1851,47.034
100,0.9,48,44.49,0.657562,44.4605,45.8626,47.4273
100,0.9,49,44.36,0.69324,44.1901,45.7413,47.285
100,1,0,45.52,0.724674,46.1082,46.549,48.4554
100,1,1,45.52,0.68899,46.8793,46.4416,48.3186
100,1,2,45.63,0.708105,45.0854,46.2917,48.4226
100,1,3,45.6,0.671403,46.2145,46.7551,48.5559
100,1,4,45.23,0.761236,45.6286,46.7088,48.2669
100,1,5,45.69,0.750079,46.7258,47.3492,48.491
100,1,6,45.85,0.652075,46.6514,46.6479,48.5134
100,1,7,45.33,0.769813,46.5161,46.3721,48.2645
100,1,8,45.43,0.711869,46.0552,46.2132,48.3629
100,1,9,45.61,0.727942,45.8108,46.3956,48.3313
100,1,10,45.66,0.716602,45.4659,45.9432,48.5089
100,1,11,45.29,0.652512,45.6058,46.9691,48.3389
100,1,12,45.28,0.739138,46.3629,46.4902,48.2466
100,1,13,45.1,0.771593,45.4787,46.5123,48.1944
100,1,14,45.53,0.661166,45.2313,47.2166,48.4508
100,1,15,45.21,0.731926,45.8362,46.8567,48.1339
100,1,16,45.45,0.732422,45.9671,47.0151,48.4851
100,1,17,45.59,0.712029,46.3291,46.2541,48.2615
100,1,18,45.72,0.698974,45.3517,46.5739,48.4671
100,1,19,45.62,0.710847,45.7884,46.6648,48.3464
100,1,20,45.71,0.706753,46.2504,47.0407,48.2014
100,1,21,45.55,0.736064,46.0427,45.5137,48.3932
100,1,22,45.79,0.659686,46.5349,47.4908,48.5055
100,1,23,45.66,0.702784,46.2914,46.9296,48.5107
100,1,24,45.42,0.764598,46.4592,46.8919,48.2758
100,1,25,45.63,0.690231,46.1228,47.1078,48.4928
100,1,26,45.43,0.71838,45.7748,46.5549,48.2829
100,1,27,45.59,0.698627,46.0391,46.9024,48.2049
100,1,28,45.33,0.678908,46.5863,46.2523,48.1372
100,1,29,45.61,0.710555,45.528,45.8837,48.4567
100,1,30,45.57,0.677006,45.6442,46.3633,48.3175
100,1,31,45.72,0.683471,45.4873,46.5184,48.5079
100,1,32,45.39,0.69788,46.7457,46.1385,48.1764
100,1,33,45.57,0.650696,46.418,46.2085,48.3448
100,1,34,45.96,0.637676,46.3585,47.058,48.566
100,1,35,45.94,0.69383,45.6999,46.1778,48.6425
100,1,36,45.6,0.730896,46.4465,47.6241,48.4909
100,1,37,45.56,0.724247,45.873,47.091,48.4016
100,1,38,45.34,0.699513,45.6447,46.0847,48.185
100,1,39,45.37,0.738216,45.6057,46.3228,48.1868
100,1,40,45.37,0.758943,45.7891,46.5097,48.3504
100,1,41,45.5,0.729105,46.3024,46.3746,48.4309
100,1,42,45.74,0.725267,46.5154,46.9751,48.5901
100,1,43,45.54,0.648918,46.3024,46.7818,48.1882
100,1,44,45.74,0.752677,47.0746,46.2753,48.5392
100,1,45,45.51,0.706745,46.3377,45.6217,48.2679
100,1,46,45.51,0.710691,45.9727,46.3704,48.2746
100,1,47,45.62,0.718761,46.6099,46.5564,48.3999
100,1,48,45.4,0.726251,45.9934,46.1699,48.2335
100,1,49,45.47,0.733675,45.8328,46.9371,48.2554
